,Номер,Дата,Команда_1,Команда_2,Период_1,Период_2,Период_3,Овертайм,Буллиты
346,347,2012-11-21,Лев Пр,Атлант,1:0,1:1,2:1,:,:
347,348,2012-11-22,Амур,Сибирь,1:0,1:1,1:0,:,:
348,349,2012-11-23,Автомобилист,Авангард,1:1,1:1,1:4,:,:
349,350,2012-11-23,Трактор,Югра,0:0,2:0,0:1,:,:
350,351,2012-11-23,Металлург Мг,Барыс,2:1,3:0,0:0,:,:
351,352,2012-11-23,Салават Юлаев,Донбасс,2:1,2:0,1:0,:,:
352,353,2012-11-23,Нефтехимик,Динамо Р,0:0,0:1,0:0,:,:
353,354,2012-11-23,Ак Барс,Спартак,0:1,1:1,1:0,0:1,:
354,355,2012-11-23,СКА,Динамо Мн,0:0,2:1,0:1,1:0,:
355,356,2012-11-23,Динамо М,Северсталь,0:0,4:3,1:0,:,:
356,357,2012-11-23,ЦСКА,Торпедо НН,0:0,0:1,2:1,0:0,1:0
357,358,2012-11-23,Слован,Атлант,1:1,1:1,1:0,:,:
358,359,2012-11-23,Лев Пр,Локомотив,1:0,4:2,2:1,:,:
359,360,2012-11-24,Металлург Нк,Сибирь,0:1,0:0,0:0,:,:
360,361,2012-11-25,Автомобилист,Барыс,1:1,2:3,1:0,0:1,:
361,362,2012-11-25,Трактор,Авангард,1:1,2:2,1:3,:,:
362,363,2012-11-25,Металлург Мг,Югра,0:0,0:1,1:0,0:1,:
363,364,2012-11-25,Салават Юлаев,Динамо Р,1:0,5:2,1:1,:,:
364,365,2012-11-25,Нефтехимик,Спартак,1:0,1:0,0:1,:,:
365,366,2012-11-25,Ак Барс,Донбасс,2:1,3:1,1:2,:,:
366,367,2012-11-25,Северсталь,Динамо Мн,0:0,1:1,2:2,0:0,1:0
367,368,2012-11-25,СКА,Витязь,0:1,0:1,4:1,:,:
368,369,2012-11-25,Слован,Локомотив,1:0,1:2,1:0,:,:
369,370,2012-11-26,Динамо М,Атлант,0:1,1:2,1:2,:,:
370,371,2012-11-27,Барыс,Югра,1:1,5:0,0:1,:,:
371,372,2012-11-28,Амур,Слован,0:0,1:0,2:0,:,:
372,373,2012-11-28,Металлург Нк,ЦСКА,1:1,0:1,0:2,:,:
373,374,2012-11-28,Сибирь,Лев Пр,1:0,1:1,0:0,:,:
374,375,2012-11-28,Торпедо НН,Нефтехимик,2:1,0:2,1:1,:,:
375,376,2012-11-28,Локомотив,Ак Барс,1:0,1:1,0:2,:,:
376,377,2012-11-28,Северсталь,Трактор,2:1,1:2,0:0,0:0,1:0
377,378,2012-11-28,Витязь,Металлург Мг,1:1,1:1,1:1,1:0,:
378,379,2012-11-28,Атлант,Салават Юлаев,0:0,1:0,1:0,:,:
379,380,2012-11-28,Донбасс,СКА,1:1,2:0,0:1,:,:
380,381,2012-11-28,Динамо Мн,Автомобилист,2:1,0:4,1:1,:,:
381,382,2012-11-29,Динамо Р,Динамо М,0:0,0:3,1:0,:,:
382,383,2012-11-30,Амур,ЦСКА,0:1,1:0,0:1,:,:
383,384,2012-11-30,Металлург Нк,Лев Пр,0:2,1:1,1:0,:,:
384,385,2012-11-30,Сибирь,Слован,0:1,1:1,0:0,:,:
385,386,2012-11-30,Авангард,Барыс,0:0,2:1,0:1,1:0,:
386,387,2012-11-30,Торпедо НН,Ак Барс,0:0,2:0,1:1,:,:
387,388,2012-11-30,Локомотив,Салават Юлаев,0:1,3:1,0:0,:,:
388,389,2012-11-30,Северсталь,Автомобилист,2:0,1:0,2:0,:,:
389,390,2012-11-30,Витязь,Трактор,0:2,2:0,0:1,:,:
390,391,2012-11-30,Атлант,Нефтехимик,1:0,1:1,1:0,:,:
391,392,2012-11-30,Спартак,СКА,0:0,3:1,3:0,:,:
392,393,2012-11-30,Динамо Мн,Металлург Мг,0:2,2:0,1:1,0:0,1:0
393,394,2012-12-01,Донбасс,Динамо М,0:3,1:0,1:1,:,:
394,395,2012-12-02,Амур,Лев Пр,1:1,0:1,1:1,:,:
395,396,2012-12-02,Металлург Нк,Слован,1:1,1:1,1:0,:,:
396,397,2012-12-02,Сибирь,ЦСКА,0:2,1:0,1:0,0:0,0:1
397,398,2012-12-02,Торпедо НН,Салават Юлаев,0:0,1:1,0:2,:,:
398,399,2012-12-02,Локомотив,Нефтехимик,1:0,0:0,2:1,:,:
399,400,2012-12-02,Атлант,Ак Барс,1:0,0:3,1:0,:,:
400,401,2012-12-03,Авангард,Северсталь,1:0,0:0,0:1,0:1,:
401,402,2012-12-03,Барыс,Витязь,2:3,1:1,0:1,:,:
402,403,2012-12-03,Югра,Динамо Мн,2:3,2:2,1:2,:,:
403,404,2012-12-03,Автомобилист,Донбасс,1:0,1:1,1:3,:,:
404,405,2012-12-03,Трактор,Динамо Р,1:0,0:0,2:1,:,:
405,406,2012-12-03,Металлург Мг,Спартак,3:3,3:1,1:0,:,:
406,407,2012-12-04,ЦСКА,Слован,1:0,0:1,3:0,:,:
407,408,2012-12-05,Авангард,Динамо Мн,0:0,4:2,1:1,:,:
408,409,2012-12-05,Барыс,Северсталь,2:0,0:0,1:0,:,:
409,410,2012-12-05,Югра,Витязь,1:2,0:2,3:1,:,:
410,411,2012-12-05,Автомобилист,Спартак,0:0,0:0,1:0,:,:
411,412,2012-12-05,Трактор,Донбасс,0:0,1:1,0:1,:,:
412,413,2012-12-05,Металлург Мг,Динамо Р,2:1,1:1,4:0,:,:
413,414,2012-12-05,Салават Юлаев,Амур,2:1,2:1,2:2,:,:
414,415,2012-12-05,Нефтехимик,Металлург Нк,2:1,1:1,1:1,:,:
415,416,2012-12-05,Ак Барс,Сибирь,1:3,1:0,2:1,0:0,1:0
416,417,2012-12-05,СКА,Атлант,1:1,2:1,1:1,:,:
417,418,2012-12-05,Динамо М,Локомотив,1:0,2:1,0:0,:,:
418,419,2012-12-05,Лев Пр,Торпедо НН,1:0,2:0,1:2,:,:
419,420,2012-12-07,Авангард,Витязь,0:1,2:1,2:0,:,:
420,421,2012-12-07,Барыс,Динамо Мн,2:1,4:1,1:0,:,:
421,422,2012-12-07,Югра,Северсталь,2:1,1:1,0:0,:,:
422,423,2012-12-07,Автомобилист,Динамо Р,0:2,0:0,1:1,:,:
423,424,2012-12-07,Трактор,Спартак,0:0,3:0,1:0,:,:
424,425,2012-12-07,Металлург Мг,Донбасс,0:0,1:1,0:1,:,:
425,426,2012-12-07,Салават Юлаев,Металлург Нк,3:0,0:1,0:1,:,:
426,427,2012-12-07,Нефтехимик,Сибирь,1:0,1:0,0:0,:,:
427,428,2012-12-07,Ак Барс,Амур,1:1,1:1,2:1,:,:
428,429,2012-12-07,СКА,Торпедо НН,1:0,0:0,0:0,:,:
429,430,2012-12-07,ЦСКА,Динамо М,0:1,0:4,4:1,:,:
430,431,2012-12-08,Слован,Лев Пр,1:0,1:1,0:0,:,:
431,432,2012-12-09,Динамо Мн,Динамо Р,1:1,1:0,0:0,:,:
432,433,2012-12-19,Металлург Нк,СКА,0:1,1:2,0:1,:,:
433,434,2012-12-19,Сибирь,Динамо М,0:1,0:1,3:1,0:0,1:0
434,435,2012-12-19,Торпедо НН,Автомобилист,0:0,1:1,1:0,:,:
435,436,2012-12-19,Локомотив,Трактор,1:0,1:0,0:1,:,:
436,437,2012-12-19,Атлант,Металлург Мг,1:1,2:1,0:3,:,:
437,438,2012-12-19,Спартак,Авангард,0:1,0:1,0:1,:,:
438,439,2012-12-19,Донбасс,Югра,0:1,3:1,1:0,:,:
439,440,2012-12-19,Динамо Мн,Нефтехимик,0:0,2:1,1:0,:,:
440,441,2012-12-19,Динамо Р,Барыс,2:0,0:1,0:1,0:1,:
441,442,2012-12-19,Слован,Салават Юлаев,0:0,0:0,0:0,0:0,1:0
442,443,2012-12-20,Витязь,Северсталь,0:1,0:0,0:0,:,:
443,444,2012-12-20,ЦСКА,Ак Барс,0:0,1:2,0:0,:,:
444,445,2012-12-21,Амур,СКА,0:2,0:1,2:3,:,:
445,446,2012-12-21,Металлург Нк,Динамо М,2:1,0:2,0:1,:,:
446,447,2012-12-21,Торпедо НН,Металлург Мг,3:1,0:1,0:3,:,:
447,448,2012-12-21,Локомотив,Автомобилист,1:1,1:0,2:0,:,:
448,449,2012-12-21,Атлант,Трактор,1:2,2:1,0:0,0:0,0:1
449,450,2012-12-21,Спартак,Югра,0:0,0:0,0:1,:,:
450,451,2012-12-21,Донбасс,Барыс,1:2,1:1,0:1,:,:
451,453,2012-12-21,Слован,Нефтехимик,1:0,0:0,0:1,0:0,0:1
452,454,2012-12-21,Лев Пр,Салават Юлаев,1:1,2:0,3:0,:,:
453,452,2012-12-22,Динамо Р,Авангард,1:0,1:1,2:0,:,:
454,455,2012-12-22,Динамо Мн,Северсталь,2:1,0:1,1:1,0:0,0:1
455,456,2012-12-22,Слован,Ак Барс,1:0,0:1,1:1,0:0,1:0
456,457,2012-12-23,Амур,Динамо М,0:1,0:1,1:1,:,:
457,458,2012-12-23,Сибирь,СКА,0:2,0:0,1:0,:,:
458,459,2012-12-23,Торпедо НН,Трактор,0:1,2:0,1:0,:,:
459,460,2012-12-23,Локомотив,Металлург Мг,1:1,0:3,0:1,:,:
460,461,2012-12-23,Атлант,Автомобилист,0:3,1:0,1:3,:,:
461,462,2012-12-23,Спартак,Барыс,0:0,0:1,1:0,0:0,0:1
462,463,2012-12-23,ЦСКА,Салават Юлаев,2:1,1:0,1:0,:,:
463,464,2012-12-23,Донбасс,Авангард,0:2,0:0,0:0,:,:
464,466,2012-12-23,Лев Пр,Нефтехимик,1:0,0:1,1:1,0:1,:
465,465,2012-12-24,Динамо Р,Югра,1:1,0:1,0:1,:,:
466,467,2012-12-24,Лев Пр,Ак Барс,0:2,0:0,0:0,:,:
467,468,2012-12-25,Донбасс,Витязь,1:1,1:2,4:1,:,:
468,469,2012-12-26,Авангард,Локомотив,1:0,1:1,2:1,:,:
469,470,2012-12-26,Барыс,Атлант,3:0,1:2,0:2,0:0,1:0
470,471,2012-12-26,Югра,Торпедо НН,1:1,3:0,0:2,:,:
471,472,2012-12-26,Автомобилист,Амур,1:2,1:1,1:0,0:0,0:1
472,473,2012-12-26,Трактор,Металлург Нк,2:1,1:0,0:0,:,:
473,474,2012-12-26,Металлург Мг,Сибирь,1:2,2:1,0:2,:,:
474,475,2012-12-26,СКА,ЦСКА,1:0,0:1,0:0,0:1,:
475,476,2012-12-26,Динамо М,Слован,1:1,0:0,0:0,0:0,1:0
476,478,2012-12-27,Северсталь,Динамо Р,1:1,0:1,1:2,:,:
477,479,2012-12-27,Витязь,Спартак,1:1,1:1,1:1,0:0,0:1
478,480,2012-12-27,Динамо Мн,Донбасс,2:0,1:0,0:1,:,:
479,489,2012-12-27,Нефтехимик,Ак Барс,0:1,2:1,0:0,0:1,:
480,481,2012-12-28,Авангард,Торпедо НН,0:0,1:0,0:0,:,:
481,482,2012-12-28,Барыс,Локомотив,1:0,1:0,0:0,:,:
482,483,2012-12-28,Югра,Атлант,0:3,2:2,1:0,:,:
483,484,2012-12-28,Автомобилист,Сибирь,0:0,0:1,0:1,:,:
484,485,2012-12-28,Трактор,Амур,0:0,1:1,2:0,:,:
485,486,2012-12-28,Металлург Мг,Металлург Нк,1:0,3:0,2:0,:,:
486,487,2012-12-28,СКА,Слован,1:0,0:0,0:0,:,:
487,488,2012-12-28,Динамо М,Лев Пр,0:1,0:1,2:2,:,:
488,477,2012-12-29,Ак Барс,Нефтехимик,1:0,3:2,0:0,:,:
489,490,2012-12-29,Северсталь,Донбасс,3:2,1:0,0:1,:,:
490,491,2012-12-29,Витязь,Динамо Р,2:1,1:0,0:0,:,:
491,492,2012-12-29,Динамо Мн,Спартак,1:0,1:0,1:0,:,:
492,493,2012-12-30,Авангард,Атлант,0:0,0:1,0:0,:,:
493,494,2012-12-30,Барыс,Торпедо НН,0:2,2:0,2:2,1:0,:
494,495,2012-12-30,Югра,Локомотив,3:1,0:5,1:0,:,:
495,496,2012-12-30,Автомобилист,Металлург Нк,1:0,1:1,1:2,0:1,:
496,497,2012-12-30,Трактор,Сибирь,0:1,1:1,1:0,0:0,0:1
497,498,2012-12-30,Металлург Мг,Амур,1:0,4:0,2:0,:,:
498,499,2012-12-30,СКА,Лев Пр,1:2,2:1,2:0,:,:
499,500,2012-12-30,Динамо М,ЦСКА,1:0,1:2,0:2,:,:
500,501,2013-01-03,Витязь,Салават Юлаев,0:1,0:1,0:1,:,:
501,502,2013-01-03,Северсталь,Спартак,2:1,2:0,0:0,:,:
502,503,2013-01-03,Динамо Мн,Динамо Р,0:2,1:0,1:1,:,:
503,504,2013-01-04,Металлург Мг,Трактор,1:0,1:0,1:0,:,:
504,505,2013-01-04,СКА,Локомотив,0:0,2:0,2:0,:,:
505,506,2013-01-04,Динамо М,Торпедо НН,0:1,3:0,0:0,:,:
506,507,2013-01-04,ЦСКА,Нефтехимик,1:1,1:0,1:0,:,:
507,508,2013-01-04,Слован,Автомобилист,0:0,0:0,3:1,:,:
508,509,2013-01-05,Амур,Барыс,3:1,2:1,0:2,:,:
509,510,2013-01-05,Металлург Нк,Югра,3:2,1:2,0:0,0:1,:
510,511,2013-01-05,Сибирь,Авангард,0:1,0:1,1:1,:,:
511,512,2013-01-05,Ак Барс,Салават Юлаев,3:0,4:1,2:2,:,:
512,513,2013-01-06,Нефтехимик,СКА,0:1,0:0,0:4,:,:
513,514,2013-01-06,Торпедо НН,Северсталь,1:2,3:1,1:0,:,:
514,515,2013-01-06,Локомотив,Витязь,1:0,1:0,0:1,:,:
515,516,2013-01-06,Атлант,Динамо Мн,0:0,0:0,0:0,0:1,:
516,517,2013-01-06,ЦСКА,Трактор,0:0,0:1,2:1,0:0,1:0
517,518,2013-01-06,Динамо Р,Донбасс,1:2,0:1,0:1,:,:
518,519,2013-01-06,Слован,Металлург Мг,2:0,0:2,1:1,0:0,1:0
519,520,2013-01-06,Лев Пр,Автомобилист,0:0,1:0,0:0,:,:
520,521,2013-01-07,Амур,Авангард,0:0,1:1,0:2,:,:
521,522,2013-01-07,Металлург Нк,Барыс,2:4,3:3,1:1,:,:
522,523,2013-01-07,Сибирь,Югра,1:0,1:2,0:0,0:1,:
523,524,2013-01-08,Салават Юлаев,Динамо М,1:0,0:0,0:0,:,:
524,525,2013-01-08,Ак Барс,СКА,0:0,2:0,1:1,:,:
525,526,2013-01-08,Торпедо НН,Витязь,0:1,1:1,0:1,:,:
526,527,2013-01-08,Локомотив,Динамо Мн,3:1,1:0,0:0,:,:
527,528,2013-01-08,Атлант,Северсталь,0:1,0:0,0:2,:,:
528,529,2013-01-08,Спартак,Донбасс,0:0,0:1,3:0,:,:
529,530,2013-01-08,ЦСКА,Автомобилист,1:2,2:0,0:1,0:0,1:0
530,531,2013-01-08,Слован,Трактор,1:0,2:2,0:1,1:0,:
531,532,2013-01-08,Лев Пр,Металлург Мг,0:1,1:2,1:2,:,:
532,533,2013-01-09,Амур,Югра,0:0,1:1,1:1,0:0,1:0
533,534,2013-01-09,Металлург Нк,Авангард,2:3,0:2,1:0,:,:
534,535,2013-01-09,Сибирь,Барыс,0:1,1:0,2:0,:,:
535,536,2013-01-10,Салават Юлаев,СКА,0:1,1:3,1:0,:,:
536,537,2013-01-10,Нефтехимик,Динамо М,2:0,2:0,1:2,:,:
537,538,2013-01-10,Торпедо НН,Динамо Мн,0:1,0:1,1:0,:,:
538,539,2013-01-10,Локомотив,Северсталь,1:1,0:1,0:1,:,:
539,540,2013-01-10,Атлант,Витязь,2:1,2:2,3:0,:,:
540,541,2013-01-10,Спартак,Динамо Р,0:0,0:2,1:2,:,:
541,542,2013-01-10,ЦСКА,Металлург Мг,1:1,1:1,0:0,0:0,1:0
542,543,2013-01-10,Лев Пр,Трактор,2:0,0:2,4:0,:,:
543,544,2013-01-15,Югра,Барыс,4:1,1:2,1:1,:,:
544,545,2013-01-15,Нефтехимик,Амур,1:2,1:3,4:0,:,:
545,546,2013-01-15,Северсталь,Локомотив,0:2,2:0,0:0,0:0,0:1
546,547,2013-01-15,Лев Пр,Слован,1:3,2:1,0:0,:,:
547,548,2013-01-16,Авангард,ЦСКА,2:0,2:2,0:1,:,:
548,549,2013-01-16,Спартак,Динамо М,0:0,0:1,1:2,:,:
549,550,2013-01-16,Донбасс,Торпедо НН,1:1,1:0,0:1,0:0,0:1
550,551,2013-01-16,Динамо Р,СКА,1:0,0:1,0:1,:,:
551,552,2013-01-17,Автомобилист,Нефтехимик,1:0,0:2,2:0,:,:
552,553,2013-01-17,Трактор,Ак Барс,1:1,0:0,2:1,:,:
553,554,2013-01-17,Металлург Мг,Салават Юлаев,0:1,0:0,1:3,:,:
554,555,2013-01-17,Северсталь,Металлург Нк,1:0,1:0,0:1,:,:
555,556,2013-01-17,Витязь,Амур,0:0,2:1,0:1,0:0,0:1
556,557,2013-01-17,Динамо Мн,Сибирь,1:0,0:1,0:2,:,:
557,558,2013-01-18,Авангард,Лев Пр,1:0,0:0,3:0,:,:
558,559,2013-01-18,Барыс,ЦСКА,0:3,1:2,0:3,:,:
559,560,2013-01-18,Югра,Слован,1:0,1:1,1:0,:,:
560,561,2013-01-18,Спартак,Локомотив,0:0,3:2,2:0,:,:
561,562,2013-01-18,Донбасс,Атлант,1:0,1:0,1:0,:,:
562,563,2013-01-18,Динамо Р,Торпедо НН,1:2,2:2,0:0,:,:
563,564,2013-01-19,Автомобилист,Ак Барс,1:1,2:2,0:0,0:0,0:1
564,565,2013-01-19,Трактор,Салават Юлаев,2:1,0:0,1:0,:,:
565,566,2013-01-19,Металлург Мг,Нефтехимик,1:0,2:0,0:0,:,:
566,567,2013-01-19,Северсталь,Сибирь,0:0,1:0,0:1,0:0,1:0
567,568,2013-01-19,Витязь,Металлург Нк,1:2,1:1,1:1,:,:
568,569,2013-01-19,Динамо Мн,Амур,3:0,1:0,0:1,:,:
569,570,2013-01-19,СКА,Динамо М,2:1,0:1,0:1,:,:
570,571,2013-01-20,Авангард,Слован,0:1,0:0,2:1,0:0,0:1
571,572,2013-01-20,Барыс,Лев Пр,0:1,2:0,3:0,:,:
572,573,2013-01-20,Югра,ЦСКА,1:0,0:1,0:3,:,:
573,574,2013-01-20,Спартак,Торпедо НН,0:0,0:1,1:0,1:0,:
574,575,2013-01-20,Донбасс,Локомотив,2:3,1:1,0:0,:,:
575,576,2013-01-20,Динамо Р,Атлант,0:1,1:3,3:1,:,:
576,578,2013-01-21,Автомобилист,Салават Юлаев,0:1,1:0,0:2,:,:
577,579,2013-01-21,Трактор,Нефтехимик,1:2,3:0,1:2,:,:
578,580,2013-01-21,Металлург Мг,Ак Барс,0:0,1:1,0:1,:,:
579,581,2013-01-21,Северсталь,Амур,2:0,5:0,0:1,:,:
580,582,2013-01-21,Витязь,Сибирь,0:0,1:1,0:2,:,:
581,583,2013-01-21,Динамо Мн,Металлург Нк,1:0,5:0,0:1,:,:
582,577,2013-01-22,Динамо М,СКА,0:1,0:1,1:0,:,:
583,584,2013-01-22,Барыс,Слован,0:0,0:1,2:3,:,:
584,585,2013-01-22,Югра,Лев Пр,0:1,1:1,3:0,:,:
585,586,2013-01-22,Атлант,Спартак,3:0,2:1,0:1,:,:
586,587,2013-01-22,Динамо Р,Локомотив,0:0,0:0,1:1,0:0,0:1
587,588,2013-01-23,Трактор,Металлург Мг,1:0,1:0,2:1,:,:
588,589,2013-01-23,Салават Юлаев,Сибирь,2:0,0:0,1:1,:,:
589,590,2013-01-23,Ак Барс,Металлург Нк,1:0,2:0,2:1,:,:
590,591,2013-01-24,Витязь,Донбасс,1:1,0:0,1:0,:,:
591,592,2013-01-24,ЦСКА,Динамо Мн,0:0,1:1,1:0,:,:
592,593,2013-01-25,Торпедо НН,Атлант,0:1,1:3,2:1,:,:
593,594,2013-01-26,Амур,Динамо Р,1:0,2:0,1:2,:,:
594,595,2013-01-26,Металлург Нк,Донбасс,1:1,1:1,0:2,:,:
595,596,2013-01-26,Сибирь,Спартак,0:0,1:1,0:0,0:1,:
596,597,2013-01-26,Салават Юлаев,Барыс,2:2,1:2,1:2,:,:
597,598,2013-01-26,Нефтехимик,Югра,1:0,2:0,2:2,:,:
598,599,2013-01-26,Ак Барс,Авангард,0:1,1:0,0:0,0:0,0:1
599,600,2013-01-26,СКА,Автомобилист,2:0,2:0,0:1,:,:
600,601,2013-01-26,Динамо М,Трактор,0:0,1:0,1:0,:,:
601,602,2013-01-26,ЦСКА,Витязь,1:0,0:1,0:1,:,:
602,603,2013-01-26,Слован,Северсталь,0:1,0:2,0:0,:,:
603,604,2013-01-26,Лев Пр,Динамо Мн,0:1,1:1,0:0,:,:
604,605,2013-01-27,ЦСКА,Атлант,0:0,0:0,0:2,:,:
605,606,2013-01-28,Амур,Спартак,1:1,0:1,0:0,:,:
606,607,2013-01-28,Металлург Нк,Динамо Р,2:0,1:1,0:0,:,:
607,608,2013-01-28,Сибирь,Донбасс,0:1,2:2,0:2,:,:
608,609,2013-01-28,Салават Юлаев,Югра,2:1,3:1,0:2,:,:
609,610,2013-01-28,Нефтехимик,Авангард,0:0,1:3,0:1,:,:
610,611,2013-01-28,Ак Барс,Барыс,1:1,1:2,0:1,:,:
611,612,2013-01-28,Локомотив,Торпедо НН,1:0,1:1,0:0,:,:
612,613,2013-01-28,Витязь,Автомобилист,0:0,1:0,1:1,:,:
613,614,2013-01-28,СКА,Трактор,1:1,1:0,3:0,:,:
614,615,2013-01-28,Динамо М,Металлург Мг,0:0,0:1,1:0,0:0,1:0
615,616,2013-01-28,Слован,Динамо Мн,0:2,1:0,0:0,:,:
616,617,2013-01-28,Лев Пр,Северсталь,0:3,3:1,2:0,:,:
617,618,2013-01-30,Амур,Донбасс,1:2,0:1,0:1,:,:
618,619,2013-01-30,Металлург Нк,Спартак,1:0,0:0,1:0,:,:
619,620,2013-01-30,Сибирь,Динамо Р,0:0,2:0,0:0,:,:
620,621,2013-01-30,Салават Юлаев,Авангард,2:0,3:1,1:0,:,:
621,622,2013-01-30,Нефтехимик,Барыс,0:1,1:0,1:0,:,:
622,623,2013-01-30,Ак Барс,Югра,2:2,0:2,2:1,:,:
623,624,2013-01-30,Атлант,Торпедо НН,0:0,2:2,0:0,1:0,:
624,625,2013-01-30,СКА,Металлург Мг,1:0,0:0,2:0,:,:
625,626,2013-01-30,Динамо М,Автомобилист,1:0,1:0,2:4,1:0,:
626,627,2013-01-30,ЦСКА,Северсталь,1:0,0:1,1:1,1:0,:
627,628,2013-01-30,Динамо Мн,Трактор,2:1,0:3,0:1,:,:
628,629,2013-01-30,Лев Пр,Витязь,1:0,0:1,4:1,:,:
629,630,2013-02-01,Металлург Нк,Сибирь,0:2,1:4,0:1,:,:
630,631,2013-02-01,Барыс,Авангард,1:1,1:1,3:2,:,:
631,632,2013-02-01,Салават Юлаев,Ак Барс,1:0,1:0,3:0,:,:
632,633,2013-02-01,Нефтехимик,Торпедо НН,1:0,2:0,1:1,:,:
633,634,2013-02-01,Северсталь,Металлург Мг,3:0,1:2,1:0,:,:
634,635,2013-02-01,Атлант,Локомотив,2:0,0:0,3:2,:,:
635,636,2013-02-01,СКА,Динамо М,1:0,1:0,1:1,:,:
636,637,2013-02-01,ЦСКА,Спартак,2:0,1:2,1:0,:,:
637,638,2013-02-01,Слован,Витязь,0:0,2:0,1:0,:,:
638,639,2013-02-03,Слован,Лев Пр,3:4,1:0,0:1,:,:
639,640,2013-02-13,Барыс,Динамо М,1:0,1:0,2:2,:,:
640,641,2013-02-13,Югра,СКА,0:1,2:1,0:1,:,:
641,642,2013-02-13,Трактор,Автомобилист,1:1,1:0,1:0,:,:
642,643,2013-02-13,Нефтехимик,Салават Юлаев,0:0,0:2,1:0,:,:
643,644,2013-02-13,Торпедо НН,Металлург Нк,2:1,2:1,1:0,:,:
644,645,2013-02-13,Локомотив,Амур,1:0,2:0,1:1,:,:
645,646,2013-02-13,Северсталь,Ак Барс,0:0,0:1,0:1,:,:
646,647,2013-02-13,Витязь,Динамо Мн,0:1,0:2,2:1,:,:
647,648,2013-02-13,Атлант,Сибирь,1:1,0:1,1:0,0:0,0:1
648,649,2013-02-13,Спартак,Слован,0:0,2:3,1:0,0:1,:
649,650,2013-02-13,Донбасс,ЦСКА,0:0,0:1,1:0,0:0,0:1
650,651,2013-02-13,Динамо Р,Лев Пр,0:0,1:1,0:2,:,:
651,652,2013-02-15,Авангард,СКА,2:1,0:2,1:0,0:0,0:1
652,653,2013-02-15,Югра,Динамо М,0:0,3:0,1:0,:,:
653,654,2013-02-15,Металлург Мг,Автомобилист,1:0,1:1,1:0,:,:
654,655,2013-02-15,Торпедо НН,Сибирь,3:0,0:0,1:0,:,:
655,656,2013-02-15,Локомотив,Металлург Нк,0:2,1:0,1:3,:,:
656,657,2013-02-15,Северсталь,Салават Юлаев,0:0,2:0,1:0,:,:
657,658,2013-02-15,Витязь,Нефтехимик,0:1,1:0,0:3,:,:
658,659,2013-02-15,Атлант,Амур,0:0,0:0,2:0,:,:
659,660,2013-02-15,Спартак,Лев Пр,0:1,0:0,0:1,:,:
660,661,2013-02-15,Донбасс,Слован,1:2,2:0,0:1,0:1,:
661,662,2013-02-15,Динамо Мн,Ак Барс,1:0,0:1,1:2,:,:
662,663,2013-02-15,Динамо Р,ЦСКА,1:1,1:1,0:0,0:0,1:0
663,664,2013-02-17,Авангард,Динамо М,0:0,0:1,0:2,:,:
664,665,2013-02-17,Барыс,СКА,0:2,3:1,2:1,:,:
665,666,2013-02-17,Югра,Автомобилист,0:0,1:0,3:0,:,:
666,667,2013-02-17,Металлург Мг,Трактор,0:2,1:2,0:0,:,:
667,668,2013-02-17,Торпедо НН,Амур,1:0,1:1,1:1,:,:
668,669,2013-02-17,Локомотив,Сибирь,1:0,0:2,1:2,:,:
669,670,2013-02-17,Северсталь,Нефтехимик,1:1,0:1,2:1,0:1,:
670,671,2013-02-17,Витязь,Ак Барс,0:0,1:1,1:2,:,:
671,672,2013-02-17,Атлант,Металлург Нк,2:0,2:0,1:0,:,:
672,673,2013-02-17,Спартак,ЦСКА,0:0,3:2,1:0,:,:
673,674,2013-02-17,Донбасс,Лев Пр,0:0,0:1,1:0,0:0,1:0
674,675,2013-02-17,Динамо Мн,Салават Юлаев,0:0,0:1,2:2,:,:
675,676,2013-02-17,Динамо Р,Слован,1:1,1:0,1:0,:,:
