,Номер,Дата,Команда_1,Команда_2,Период_1,Период_2,Период_3,Овертайм,Буллиты
345,348,2011-12-09,Авангард,ЦСКА,2:0,0:1,1:1,:,:
346,349,2011-12-09,Автомобилист,Трактор,0:0,1:1,0:1,:,:
347,350,2011-12-09,Металлург Мг,Динамо Мн,1:0,1:1,1:1,:,:
348,351,2011-12-09,Югра,Лев Пп,2:0,1:2,1:0,:,:
349,352,2011-12-09,Атлант,Салават Юлаев,1:1,0:1,0:3,:,:
350,353,2011-12-09,СКА,Ак Барс,0:1,0:3,1:0,:,:
351,354,2011-12-09,Динамо Р,Нефтехимик,0:1,1:2,1:2,:,:
352,355,2011-12-10,Амур,Барыс,1:1,0:2,1:2,:,:
353,356,2011-12-10,Сибирь,Металлург Нк,1:1,0:0,0:0,0:1,:
354,357,2011-12-11,Амур,Барыс,2:0,1:0,4:1,:,:
355,358,2011-12-11,Авангард,Трактор,0:0,0:2,2:0,0:0,0:1
356,359,2011-12-11,Металлург Мг,Автомобилист,1:0,1:2,4:1,:,:
357,360,2011-12-11,Югра,Динамо Мн,3:1,0:0,0:2,0:0,1:0
358,361,2011-12-11,Ак Барс,Салават Юлаев,0:0,1:1,2:1,:,:
359,362,2011-12-11,Атлант,ЦСКА,1:0,1:1,0:1,0:0,1:0
360,363,2011-12-11,СКА,Нефтехимик,2:1,2:1,0:1,:,:
361,364,2011-12-11,Северсталь,Торпедо НН,3:0,0:0,1:1,:,:
362,365,2011-12-11,Спартак,Лев Пп,0:0,1:0,1:2,0:0,0:1
363,366,2011-12-11,Динамо Р,Витязь,0:0,2:0,0:0,:,:
364,367,2011-12-20,Атлант,Динамо М,2:1,0:1,2:0,:,:
365,368,2011-12-20,ЦСКА,СКА,1:1,1:3,0:1,:,:
366,369,2011-12-20,Динамо Мн,Витязь,0:0,1:1,1:2,:,:
367,370,2011-12-20,Лев Пп,Динамо Р,0:1,0:1,1:0,:,:
368,371,2011-12-21,Автомобилист,Металлург Мг,0:3,3:0,0:3,:,:
369,372,2011-12-21,Салават Юлаев,Металлург Нк,1:2,1:0,1:1,0:0,0:1
370,373,2011-12-21,Ак Барс,Амур,2:1,1:1,0:0,:,:
371,374,2011-12-21,Нефтехимик,Сибирь,1:1,1:1,1:0,:,:
372,375,2011-12-21,Северсталь,Авангард,0:1,3:1,0:1,0:0,1:0
373,376,2011-12-21,Спартак,Югра,0:0,1:0,0:2,:,:
374,377,2011-12-22,ЦСКА,Атлант,0:2,1:1,1:1,:,:
375,378,2011-12-22,Динамо Мн,Динамо Р,0:0,1:0,1:2,0:0,1:0
376,379,2011-12-22,Лев Пп,СКА,0:2,1:1,1:0,:,:
377,380,2011-12-23,Барыс,Динамо М,0:0,4:0,1:1,:,:
378,381,2011-12-23,Автомобилист,Торпедо НН,1:1,0:0,0:1,:,:
379,382,2011-12-23,Салават Юлаев,Сибирь,2:1,3:1,2:2,:,:
380,383,2011-12-23,Ак Барс,Металлург Нк,1:0,1:2,1:0,:,:
381,384,2011-12-23,Витязь,Югра,1:0,1:0,1:1,:,:
382,385,2011-12-23,Нефтехимик,Амур,1:4,2:0,1:2,:,:
383,386,2011-12-23,Северсталь,Металлург Мг,1:1,0:1,0:2,:,:
384,387,2011-12-23,Спартак,Авангард,1:0,1:1,1:0,:,:
385,388,2011-12-24,Динамо Мн,СКА,1:0,1:0,1:0,:,:
386,389,2011-12-24,Лев Пп,Атлант,2:1,0:2,2:1,0:1,:
387,390,2011-12-25,Автомобилист,Динамо М,0:2,1:0,1:2,:,:
388,391,2011-12-25,Салават Юлаев,Амур,2:0,0:0,2:2,:,:
389,392,2011-12-25,Трактор,Торпедо НН,0:0,2:0,0:0,:,:
390,393,2011-12-25,Ак Барс,Сибирь,1:0,2:0,0:1,:,:
391,394,2011-12-25,Витязь,Авангард,0:0,0:1,1:1,:,:
392,395,2011-12-25,Нефтехимик,Металлург Нк,2:1,0:1,1:0,:,:
393,396,2011-12-25,Северсталь,Югра,0:0,0:0,0:0,0:0,1:0
394,397,2011-12-25,Спартак,Металлург Мг,0:0,0:1,1:1,:,:
395,398,2011-12-26,Динамо Мн,Атлант,3:1,0:1,1:0,:,:
396,399,2011-12-26,Лев Пп,ЦСКА,0:0,1:0,2:1,:,:
397,400,2011-12-27,Барыс,Торпедо НН,0:1,0:0,0:1,:,:
398,401,2011-12-27,Салават Юлаев,Амур,0:0,2:0,2:1,:,:
399,402,2011-12-27,Трактор,Динамо М,0:0,0:2,2:1,:,:
400,403,2011-12-27,Югра,Авангард,0:1,0:0,3:0,:,:
401,404,2011-12-27,Витязь,Металлург Мг,1:1,0:2,1:1,:,:
402,405,2011-12-27,Нефтехимик,Ак Барс,0:1,2:1,2:1,:,:
403,406,2011-12-27,Северсталь,Спартак,1:0,1:1,1:1,:,:
404,407,2011-12-27,Металлург Нк,Сибирь,0:0,2:1,0:1,0:0,1:0
405,408,2011-12-28,СКА,Атлант,2:0,2:1,0:0,:,:
406,409,2011-12-29,Автомобилист,Трактор,0:1,0:0,1:0,0:1,:
407,414,2011-12-29,Динамо М,Торпедо НН,1:0,0:1,2:1,:,:
408,411,2011-12-30,Салават Юлаев,Барыс,0:0,2:2,2:0,:,:
409,412,2011-12-30,Металлург Мг,Нефтехимик,1:0,0:0,0:0,:,:
410,410,2012-01-03,Югра,Ак Барс,2:1,2:3,1:0,:,:
411,413,2012-01-03,Северсталь,Витязь,1:1,0:0,3:0,:,:
412,415,2012-01-03,Лев Пп,Спартак,0:1,0:1,2:0,0:0,0:1
413,416,2012-01-04,Металлург Нк,Динамо Мн,1:1,1:1,2:0,:,:
414,417,2012-01-04,Сибирь,ЦСКА,0:0,1:1,0:1,:,:
415,418,2012-01-05,Авангард,Автомобилист,0:0,0:0,1:3,:,:
416,419,2012-01-05,Металлург Мг,Барыс,0:1,1:1,0:0,:,:
417,420,2012-01-05,Трактор,Ак Барс,1:1,2:1,0:1,0:0,1:0
418,421,2012-01-05,Югра,Нефтехимик,0:3,2:2,1:1,:,:
419,422,2012-01-05,Атлант,СКА,1:1,1:2,1:1,:,:
420,423,2012-01-05,Торпедо НН,Витязь,3:0,2:1,4:0,:,:
421,424,2012-01-05,Динамо Р,Спартак,0:1,0:0,1:0,0:0,0:1
422,425,2012-01-06,Амур,Динамо Мн,1:2,2:0,0:1,0:0,0:1
423,426,2012-01-06,Металлург Нк,ЦСКА,2:0,0:0,0:1,:,:
424,427,2012-01-06,Сибирь,Лев Пп,0:1,2:0,2:1,:,:
425,428,2012-01-07,Металлург Мг,Автомобилист,3:0,0:0,1:0,:,:
426,429,2012-01-07,Югра,Барыс,0:0,0:2,1:1,:,:
427,430,2012-01-07,Атлант,Северсталь,1:0,1:0,1:0,:,:
428,431,2012-01-07,Торпедо НН,Динамо М,0:0,0:1,2:0,:,:
429,432,2012-01-07,Динамо Р,СКА,1:1,1:2,0:1,:,:
430,433,2012-01-08,Амур,ЦСКА,1:0,5:0,2:0,:,:
431,434,2012-01-08,Металлург Нк,Лев Пп,1:0,1:0,1:1,:,:
432,435,2012-01-08,Сибирь,Динамо Мн,0:0,2:1,3:1,:,:
433,436,2012-01-08,Ак Барс,Нефтехимик,2:0,1:1,1:0,:,:
434,437,2012-01-09,Авангард,Барыс,0:0,3:0,1:2,:,:
435,438,2012-01-09,Металлург Мг,Трактор,0:0,0:0,2:0,:,:
436,439,2012-01-09,Югра,Автомобилист,4:0,0:1,2:0,:,:
437,440,2012-01-09,Атлант,Спартак,0:1,2:1,0:0,0:0,1:0
438,441,2012-01-09,СКА,Витязь,2:0,2:0,3:0,:,:
439,442,2012-01-09,Торпедо НН,Северсталь,1:0,4:0,2:1,:,:
440,443,2012-01-09,Динамо Р,Динамо М,0:0,0:0,0:0,1:0,:
441,444,2012-01-10,Амур,Лев Пп,0:1,2:0,2:0,:,:
442,445,2012-01-11,Югра,Трактор,1:1,1:1,0:0,0:0,1:0
443,446,2012-01-11,СКА,Северсталь,0:1,0:2,0:1,:,:
444,447,2012-01-11,Спартак,ЦСКА,0:1,1:0,0:2,:,:
445,448,2012-01-12,Барыс,Сибирь,0:0,1:2,0:0,:,:
446,449,2012-01-12,Салават Юлаев,Авангард,3:0,0:0,0:0,:,:
447,450,2012-01-12,Атлант,Торпедо НН,0:0,2:0,0:2,0:0,0:1
448,451,2012-01-12,Нефтехимик,Ак Барс,1:1,0:0,1:0,:,:
449,452,2012-01-12,Динамо М,Лев Пп,0:1,2:0,2:0,:,:
450,453,2012-01-12,Динамо Мн,Металлург Мг,1:1,1:3,1:0,:,:
451,454,2012-01-13,Трактор,Автомобилист,0:0,1:1,0:0,0:0,0:1
452,455,2012-01-13,ЦСКА,Динамо Р,0:0,0:1,2:0,:,:
453,456,2012-01-14,Витязь,Сибирь,1:1,3:3,0:2,:,:
454,457,2012-01-14,Северсталь,Металлург Нк,2:0,0:0,1:3,0:0,1:0
455,458,2012-01-14,Спартак,Амур,0:1,1:0,0:0,1:0,:
456,459,2012-01-14,Торпедо НН,Авангард,0:1,1:1,1:1,:,:
457,460,2012-01-14,Динамо М,Металлург Мг,2:0,1:1,1:0,:,:
458,461,2012-01-15,Барыс,СКА,1:2,2:0,2:0,:,:
459,462,2012-01-15,Автомобилист,Динамо Р,0:2,0:0,0:0,:,:
460,463,2012-01-15,Трактор,Атлант,1:1,0:0,3:0,:,:
461,464,2012-01-15,ЦСКА,Салават Юлаев,2:0,0:0,1:1,:,:
462,465,2012-01-15,Динамо Мн,Нефтехимик,0:0,2:0,3:0,:,:
463,466,2012-01-15,Лев Пп,Ак Барс,1:1,0:3,0:1,:,:
464,467,2012-01-16,Витязь,Металлург Нк,0:3,1:0,1:0,:,:
465,468,2012-01-16,Северсталь,Амур,3:0,0:1,0:1,:,:
466,469,2012-01-16,Спартак,Сибирь,0:0,0:0,2:3,:,:
467,470,2012-01-16,Торпедо НН,Металлург Мг,1:2,2:1,0:0,0:0,0:1
468,471,2012-01-16,Динамо М,Авангард,1:0,0:1,0:0,0:0,0:1
469,472,2012-01-17,Барыс,Динамо Р,0:0,3:2,2:3,0:0,1:0
470,473,2012-01-17,Автомобилист,Атлант,0:0,2:2,0:0,0:0,1:0
471,474,2012-01-17,Трактор,СКА,0:0,0:1,3:0,:,:
472,475,2012-01-17,ЦСКА,Нефтехимик,1:0,2:0,1:1,:,:
473,476,2012-01-17,Динамо Мн,Ак Барс,0:1,1:0,0:0,0:0,0:1
474,477,2012-01-17,Лев Пп,Салават Юлаев,1:1,0:1,1:0,0:1,:
475,478,2012-01-18,Витязь,Амур,0:2,0:1,1:1,:,:
476,479,2012-01-18,Северсталь,Сибирь,0:0,1:0,0:0,:,:
477,480,2012-01-18,Спартак,Металлург Нк,2:0,0:0,1:1,:,:
478,481,2012-01-18,Динамо М,Югра,2:0,0:0,1:2,:,:
479,482,2012-01-19,Барыс,Атлант,1:0,2:1,3:0,:,:
480,483,2012-01-19,Автомобилист,СКА,0:1,0:2,1:2,:,:
481,484,2012-01-19,Трактор,Динамо Р,0:1,1:1,1:1,:,:
482,485,2012-01-19,ЦСКА,Ак Барс,0:1,1:1,1:1,:,:
483,486,2012-01-19,Динамо Мн,Салават Юлаев,1:1,1:5,2:2,:,:
484,487,2012-01-19,Лев Пп,Нефтехимик,0:1,1:0,2:0,:,:
485,488,2012-01-24,Металлург Нк,Автомобилист,0:1,2:1,0:0,0:0,1:0
486,489,2012-01-24,Авангард,Барыс,0:1,1:1,2:0,:,:
487,490,2012-01-24,Сибирь,Трактор,1:0,0:1,1:2,:,:
488,491,2012-01-24,Салават Юлаев,Витязь,2:0,1:0,0:0,:,:
489,492,2012-01-24,Ак Барс,Спартак,0:1,1:0,0:2,:,:
490,493,2012-01-24,Нефтехимик,Северсталь,1:0,1:1,2:1,:,:
491,494,2012-01-24,СКА,Динамо М,1:0,2:1,2:0,:,:
492,495,2012-01-24,Динамо Мн,ЦСКА,2:1,2:2,2:2,:,:
493,496,2012-01-24,Динамо Р,Торпедо НН,3:0,0:1,1:3,0:0,1:0
494,497,2012-01-25,Металлург Мг,Югра,1:0,0:1,1:2,:,:
495,498,2012-01-26,Амур,Автомобилист,1:1,2:2,0:2,:,:
496,499,2012-01-26,Металлург Нк,Трактор,1:0,1:1,0:1,0:0,0:1
497,500,2012-01-26,Сибирь,Барыс,0:2,0:0,0:3,:,:
498,501,2012-01-26,Салават Юлаев,Северсталь,0:0,1:0,0:1,0:0,1:0
499,502,2012-01-26,Ак Барс,Витязь,1:1,2:1,4:0,:,:
500,503,2012-01-26,Нефтехимик,Спартак,0:0,0:1,1:0,0:0,1:0
501,504,2012-01-26,СКА,Торпедо НН,3:0,1:1,4:2,:,:
502,505,2012-01-26,Динамо М,Атлант,2:0,0:0,1:0,:,:
503,506,2012-01-26,Лев Пп,ЦСКА,0:1,2:0,1:1,:,:
504,507,2012-01-27,Авангард,Югра,0:1,1:1,1:0,0:0,0:1
505,508,2012-01-28,Амур,Трактор,0:1,1:1,1:1,:,:
506,509,2012-01-28,Металлург Нк,Барыс,1:0,0:0,0:0,:,:
507,510,2012-01-28,Сибирь,Автомобилист,0:2,0:0,2:1,:,:
508,511,2012-01-28,Салават Юлаев,Спартак,1:1,1:1,2:0,:,:
509,512,2012-01-28,Ак Барс,Северсталь,0:1,0:0,0:0,:,:
510,513,2012-01-28,Атлант,Торпедо НН,0:1,0:2,0:0,:,:
511,514,2012-01-28,Нефтехимик,Витязь,1:1,0:1,3:1,:,:
512,515,2012-01-28,Динамо Р,ЦСКА,1:0,0:1,0:1,:,:
513,516,2012-01-28,Лев Пп,Динамо Мн,1:0,3:2,0:1,:,:
514,517,2012-01-29,Металлург Мг,Авангард,0:1,1:0,1:0,:,:
515,518,2012-01-30,Югра,Автомобилист,1:0,1:0,0:0,:,:
516,519,2012-01-30,Ак Барс,СКА,3:2,1:2,1:1,0:0,0:1
517,520,2012-01-30,Нефтехимик,Атлант,1:1,0:0,0:3,:,:
518,521,2012-01-30,Динамо М,Динамо Р,3:0,1:1,0:2,:,:
519,522,2012-01-31,Сибирь,Металлург Нк,0:1,1:0,1:1,0:0,1:0
520,523,2012-01-31,Витязь,Лев Пп,0:0,0:2,0:1,:,:
521,524,2012-01-31,Северсталь,Динамо Мн,0:0,2:4,0:0,:,:
522,525,2012-01-31,Торпедо НН,Амур,1:1,1:0,0:1,0:0,1:0
523,526,2012-01-31,ЦСКА,Спартак,2:0,1:1,1:0,:,:
524,527,2012-02-01,Авангард,Атлант,1:1,1:1,1:0,:,:
525,528,2012-02-01,Барыс,Салават Юлаев,1:0,1:3,1:1,:,:
526,529,2012-02-01,Автомобилист,Ак Барс,0:2,1:0,0:0,:,:
527,530,2012-02-01,Металлург Мг,СКА,0:2,0:1,4:0,:,:
528,531,2012-02-01,Трактор,Нефтехимик,1:1,3:1,1:1,:,:
529,532,2012-02-01,Югра,Динамо Р,1:2,0:1,0:0,:,:
530,533,2012-02-02,Витязь,ЦСКА,0:0,2:0,0:1,:,:
531,534,2012-02-02,Северсталь,Лев Пп,1:0,0:0,2:0,:,:
532,535,2012-02-02,Динамо М,Амур,0:1,2:0,0:1,1:0,:
533,536,2012-02-02,Торпедо НН,Металлург Нк,0:0,2:1,0:0,:,:
534,537,2012-02-02,Спартак,Динамо Мн,2:2,2:0,1:0,:,:
535,538,2012-02-03,Авангард,Динамо Р,0:0,1:1,0:2,:,:
536,539,2012-02-03,Барыс,Ак Барс,2:3,1:3,1:0,:,:
537,540,2012-02-03,Автомобилист,Нефтехимик,0:0,0:1,1:0,1:0,:
538,541,2012-02-03,Металлург Мг,Атлант,1:0,0:0,1:2,0:1,:
539,542,2012-02-03,Трактор,Салават Юлаев,1:0,1:0,0:1,:,:
540,543,2012-02-03,Югра,СКА,1:1,1:1,0:0,0:0,0:1
541,544,2012-02-04,Витязь,Динамо Мн,1:2,2:0,0:0,:,:
542,545,2012-02-04,Северсталь,ЦСКА,1:0,1:0,0:1,:,:
543,546,2012-02-04,Торпедо НН,Сибирь,1:0,1:2,0:0,0:0,0:1
544,547,2012-02-04,Динамо М,Металлург Нк,0:0,2:0,0:0,:,:
545,548,2012-02-04,Спартак,Лев Пп,1:0,1:2,2:0,:,:
546,549,2012-02-05,Авангард,СКА,2:0,1:0,2:3,:,:
547,550,2012-02-05,Барыс,Нефтехимик,3:1,1:1,3:2,:,:
548,551,2012-02-05,Автомобилист,Салават Юлаев,2:0,2:0,2:2,:,:
549,552,2012-02-05,Трактор,Ак Барс,0:0,0:4,2:2,:,:
550,553,2012-02-05,Металлург Мг,Динамо Р,2:0,1:2,0:0,:,:
551,554,2012-02-05,Югра,Атлант,0:1,0:0,1:0,0:0,1:0
552,247,2012-02-06,Амур,Металлург Нк,0:0,1:1,0:1,:,:
553,555,2012-02-06,Динамо М,Сибирь,2:0,2:1,1:2,:,:
554,556,2012-02-06,Торпедо НН,Динамо Мн,1:1,1:0,1:1,:,:
555,248,2012-02-07,Амур,Металлург Нк,0:0,0:2,2:0,0:0,1:0
556,557,2012-02-15,Металлург Нк,Югра,1:0,2:1,1:0,:,:
557,558,2012-02-15,Барыс,Авангард,0:2,1:0,1:3,:,:
558,559,2012-02-15,Сибирь,Металлург Мг,0:0,2:4,1:0,:,:
559,560,2012-02-15,Ак Барс,Динамо М,0:1,1:1,1:1,:,:
560,561,2012-02-15,Атлант,Северсталь,0:0,0:0,0:0,0:0,1:0
561,562,2012-02-15,Витязь,Спартак,1:1,0:1,1:2,:,:
562,563,2012-02-15,Нефтехимик,Торпедо НН,2:1,0:0,1:0,:,:
563,564,2012-02-15,СКА,Динамо Р,1:0,0:1,1:0,:,:
564,565,2012-02-15,ЦСКА,Трактор,1:1,2:2,0:2,:,:
565,566,2012-02-15,Лев Пп,Автомобилист,0:0,1:0,0:1,0:0,0:1
566,567,2012-02-17,Амур,Югра,1:0,1:1,2:0,:,:
567,568,2012-02-17,Металлург Нк,Металлург Мг,0:0,2:0,0:1,:,:
568,569,2012-02-17,Сибирь,Авангард,0:3,0:1,1:0,:,:
569,570,2012-02-17,Салават Юлаев,Торпедо НН,1:2,4:1,1:1,:,:
570,571,2012-02-17,Витязь,Атлант,0:1,1:1,0:3,:,:
571,572,2012-02-17,Нефтехимик,Динамо М,0:1,0:1,1:1,:,:
572,573,2012-02-17,Северсталь,СКА,1:1,0:2,0:0,:,:
573,574,2012-02-17,Спартак,Динамо Р,1:0,0:2,0:0,:,:
574,575,2012-02-17,ЦСКА,Барыс,2:1,1:0,1:0,:,:
575,576,2012-02-17,Динамо Мн,Автомобилист,1:0,1:0,0:1,:,:
576,577,2012-02-17,Лев Пп,Трактор,0:0,2:3,0:1,:,:
577,578,2012-02-19,Амур,Металлург Мг,1:0,2:0,1:0,:,:
578,579,2012-02-19,Металлург Нк,Авангард,1:1,0:1,0:2,:,:
579,580,2012-02-19,Сибирь,Югра,0:0,0:1,0:0,:,:
580,581,2012-02-19,Салават Юлаев,Динамо М,0:0,1:0,1:0,:,:
581,582,2012-02-19,Ак Барс,Торпедо НН,0:2,1:0,2:1,1:0,:
582,583,2012-02-19,Спартак,СКА,0:0,3:1,1:1,:,:
583,584,2012-02-19,ЦСКА,Автомобилист,0:0,0:1,0:1,:,:
584,585,2012-02-19,Динамо Мн,Трактор,2:0,1:4,0:1,:,:
585,586,2012-02-19,Динамо Р,Атлант,1:2,1:1,0:1,:,:
586,587,2012-02-19,Лев Пп,Барыс,0:1,1:1,1:1,:,:
587,588,2012-02-20,Северсталь,Витязь,1:1,5:0,2:1,:,:
588,589,2012-02-22,Авангард,Ак Барс,0:1,2:1,2:1,:,:
589,590,2012-02-22,Барыс,Спартак,1:1,0:0,1:1,1:0,:
590,591,2012-02-22,Автомобилист,Северсталь,0:0,0:0,0:0,1:0,:
591,592,2012-02-22,Металлург Мг,Нефтехимик,0:0,1:2,1:0,0:1,:
592,593,2012-02-22,Трактор,Витязь,1:0,0:1,1:1,0:0,0:1
593,594,2012-02-22,Югра,Салават Юлаев,1:2,2:1,0:0,0:0,1:0
594,595,2012-02-22,Атлант,Амур,0:2,1:0,0:2,:,:
595,596,2012-02-22,СКА,Металлург Нк,2:1,2:1,1:0,:,:
596,597,2012-02-22,Торпедо НН,Динамо Мн,4:1,1:1,1:2,:,:
597,598,2012-02-22,Динамо М,ЦСКА,0:0,0:0,1:0,:,:
598,599,2012-02-22,Динамо Р,Сибирь,1:1,0:1,1:0,0:0,1:0
599,600,2012-02-24,Авангард,Салават Юлаев,3:1,0:1,2:0,:,:
600,601,2012-02-24,Барыс,Северсталь,0:1,2:0,1:2,0:0,0:1
601,602,2012-02-24,Автомобилист,Витязь,3:0,0:3,1:1,0:1,:
602,603,2012-02-24,Металлург Мг,Ак Барс,1:0,0:4,1:2,:,:
603,604,2012-02-24,Трактор,Спартак,1:0,0:0,1:1,:,:
604,605,2012-02-24,Югра,Нефтехимик,1:1,1:1,2:2,0:1,:
605,606,2012-02-24,Атлант,Сибирь,1:0,0:0,0:1,0:0,1:0
606,607,2012-02-24,СКА,Амур,1:2,2:0,2:0,:,:
607,608,2012-02-24,Торпедо НН,Лев Пп,1:0,2:1,2:1,:,:
608,609,2012-02-24,Динамо М,Динамо Мн,2:3,0:0,1:0,0:0,0:1
609,610,2012-02-24,Динамо Р,Металлург Нк,0:0,2:1,2:0,:,:
610,611,2012-02-26,Авангард,Нефтехимик,1:2,1:2,1:0,:,:
611,612,2012-02-26,Барыс,Витязь,0:0,1:1,2:1,:,:
612,613,2012-02-26,Автомобилист,Спартак,0:0,0:0,1:1,0:0,0:1
613,614,2012-02-26,Металлург Мг,Салават Юлаев,2:1,2:1,0:1,:,:
614,615,2012-02-26,Трактор,Северсталь,0:2,3:2,2:0,:,:
615,616,2012-02-26,Югра,Ак Барс,1:2,1:1,2:1,0:0,1:0
616,617,2012-02-26,Атлант,Металлург Нк,0:0,0:2,1:2,:,:
617,618,2012-02-26,СКА,Сибирь,1:0,1:0,2:1,:,:
618,619,2012-02-26,Торпедо НН,ЦСКА,0:0,1:2,1:0,0:1,:
619,620,2012-02-26,Динамо М,Лев Пп,0:0,3:3,2:0,:,:
620,621,2012-02-26,Динамо Р,Амур,2:2,0:0,1:0,:,:
