,Номер,Дата,Команда_1,Команда_2,Период_1,Период_2,Период_3,Овертайм,Буллиты
348,350,2008-11-27,ЦСКА,Амур,1:1,0:3,1:2,:,:
349,351,2008-11-27,Спартак,Сибирь,2:1,2:2,1:0,:,:
350,352,2008-11-27,Витязь,Металлург Нк,0:0,2:1,0:1,0:0,1:0
351,353,2008-11-28,ХК МВД,Торпедо,2:1,1:1,2:1,:,:
352,354,2008-11-28,СКА,Лада,0:0,0:0,2:0,:,:
353,355,2008-11-28,Динамо М,Трактор,1:1,2:2,0:0,1:0,:
354,356,2008-11-29,Авангард,Амур,0:0,1:2,0:1,:,:
355,357,2008-11-29,Северсталь,Нефтехимик,0:0,1:1,1:0,:,:
356,358,2008-11-29,Локомотив,Ак Барс,0:0,0:1,0:0,:,:
357,359,2008-11-29,Динамо Р,Салават Юлаев,1:2,0:1,1:0,:,:
358,360,2008-11-29,Динамо Мн,Металлург Мг,1:1,3:1,0:2,0:0,0:1
359,361,2008-11-29,ЦСКА,Металлург Нк,2:1,0:1,1:0,:,:
360,362,2008-11-29,Витязь,Сибирь,2:2,2:2,1:0,:,:
361,363,2008-11-30,ХК МВД,Трактор,0:0,1:2,4:0,:,:
362,364,2008-11-30,СКА,Химик,1:0,1:1,0:0,:,:
363,365,2008-11-30,Северсталь,Лада,0:0,0:1,0:1,:,:
364,366,2008-12-01,Торпедо,Ак Барс,2:2,1:1,0:1,:,:
365,367,2008-12-01,Авангард,Барыс,0:1,1:0,1:4,:,:
366,368,2008-12-01,Динамо М,Металлург Мг,2:2,1:1,2:3,:,:
367,369,2008-12-01,Спартак,Салават Юлаев,0:0,1:4,0:1,:,:
368,370,2008-12-02,Атлант,ХК МВД,0:0,0:1,0:0,:,:
369,371,2008-12-02,ЦСКА,Химик,2:0,2:1,1:0,:,:
370,372,2008-12-02,Витязь,Лада,0:0,1:2,0:1,:,:
371,373,2008-12-03,Локомотив,Динамо Р,0:1,1:2,1:1,:,:
372,374,2008-12-04,Металлург Нк,Северсталь,1:0,1:0,1:1,:,:
373,375,2008-12-04,Трактор,СКА,4:0,0:1,0:0,:,:
374,376,2008-12-04,Спартак,Атлант,0:0,2:1,2:0,:,:
375,377,2008-12-05,Нефтехимик,Ак Барс,0:3,1:0,0:1,:,:
376,378,2008-12-05,Динамо Мн,Динамо Р,2:0,1:1,1:1,:,:
377,379,2008-12-05,Витязь,Металлург Мг,1:1,0:1,0:4,:,:
378,380,2008-12-06,Сибирь,Локомотив,1:1,1:1,0:1,:,:
379,381,2008-12-06,Трактор,ЦСКА,3:1,0:0,2:0,:,:
380,382,2008-12-06,Салават Юлаев,Спартак,0:0,0:0,2:1,:,:
381,383,2008-12-06,Авангард,Северсталь,2:1,2:0,1:1,:,:
382,384,2008-12-06,Барыс,СКА,1:2,0:2,0:0,:,:
383,385,2008-12-07,Металлург Нк,Торпедо,0:0,0:0,1:1,0:1,:
384,386,2008-12-07,Ак Барс,Динамо Р,0:0,0:0,0:2,:,:
385,387,2008-12-07,Нефтехимик,Динамо Мн,1:0,0:0,1:0,:,:
386,388,2008-12-07,Лада,Динамо М,1:0,0:1,0:0,0:0,1:0
387,389,2008-12-08,Амур,Атлант,0:1,1:0,0:0,0:1,:
388,390,2008-12-08,Металлург Нк,ХК МВД,1:0,1:4,1:0,:,:
389,391,2008-12-08,Металлург Мг,Спартак,2:0,2:1,2:0,:,:
390,392,2008-12-08,Трактор,Витязь,2:1,2:1,1:2,:,:
391,393,2008-12-08,Салават Юлаев,ЦСКА,1:0,1:2,1:1,1:0,:
392,394,2008-12-08,Авангард,Локомотив,0:0,2:0,1:1,:,:
393,395,2008-12-08,Барыс,Северсталь,0:1,1:1,0:2,:,:
394,396,2008-12-08,Химик,СКА,0:0,0:2,0:3,:,:
395,397,2008-12-09,Сибирь,Торпедо,3:0,0:4,1:0,0:1,:
396,398,2008-12-09,Ак Барс,Динамо Мн,1:1,0:0,1:0,:,:
397,399,2008-12-09,Нефтехимик,Динамо М,1:1,3:1,2:0,:,:
398,400,2008-12-09,Лада,Динамо Р,0:0,0:0,0:1,:,:
399,401,2008-12-10,Металлург Нк,Атлант,1:1,1:1,1:2,:,:
400,402,2008-12-10,Сибирь,ХК МВД,0:1,1:0,0:2,:,:
401,403,2008-12-10,Трактор,Спартак,0:1,1:1,0:2,:,:
402,404,2008-12-10,Авангард,СКА,1:1,2:0,2:0,:,:
403,405,2008-12-10,Барыс,Локомотив,2:2,0:3,1:1,:,:
404,406,2008-12-10,Химик,Северсталь,0:0,1:1,2:0,:,:
405,407,2008-12-11,Амур,Торпедо,0:1,0:0,1:1,:,:
406,408,2008-12-11,Ак Барс,Динамо М,0:0,1:0,0:0,:,:
407,409,2008-12-11,Нефтехимик,Динамо Р,1:0,0:1,0:2,:,:
408,410,2008-12-11,Лада,Динамо Мн,0:0,0:0,1:0,:,:
409,411,2008-12-12,Металлург Нк,Спартак,0:0,1:1,1:1,1:0,:
410,412,2008-12-12,Сибирь,Атлант,0:0,2:1,2:0,:,:
411,413,2008-12-12,Трактор,ХК МВД,1:1,1:2,0:3,:,:
412,414,2008-12-12,Химик,Локомотив,1:1,0:1,0:0,:,:
413,415,2008-12-12,ЦСКА,Металлург Мг,2:1,0:1,3:0,:,:
414,416,2008-12-12,Витязь,Салават Юлаев,0:1,0:1,3:2,:,:
415,417,2008-12-13,Барыс,Динамо М,2:0,0:3,0:4,:,:
416,418,2008-12-14,Салават Юлаев,Атлант,0:0,0:2,1:1,:,:
417,419,2008-12-14,Химик,ХК МВД,0:2,0:0,0:1,:,:
418,420,2008-12-14,Витязь,Ак Барс,1:0,1:1,0:1,0:0,1:0
419,421,2008-12-22,Динамо Мн,Барыс,0:2,2:1,0:0,:,:
420,422,2008-12-23,Динамо М,Химик,1:0,3:0,1:0,:,:
421,423,2008-12-23,Спартак,Ак Барс,0:1,1:4,0:1,:,:
422,424,2008-12-24,Торпедо,Салават Юлаев,1:0,0:2,1:2,:,:
423,425,2008-12-24,ХК МВД,Металлург Мг,1:0,1:1,2:1,:,:
424,426,2008-12-24,Атлант,Северсталь,1:0,0:0,2:0,:,:
425,427,2008-12-24,Металлург Нк,Сибирь,0:1,1:1,1:0,0:0,0:1
426,428,2008-12-24,СКА,Трактор,1:0,0:1,3:0,:,:
427,429,2008-12-24,Локомотив,Лада,0:0,1:1,1:1,0:0,0:1
428,430,2008-12-24,Динамо Р,Авангард,0:0,1:0,1:0,:,:
429,431,2008-12-24,Динамо М,Барыс,4:1,1:0,2:5,:,:
430,432,2008-12-24,ЦСКА,Нефтехимик,1:1,0:0,1:1,0:0,0:1
431,433,2008-12-25,Динамо Мн,Химик,1:0,2:0,2:2,:,:
432,434,2008-12-25,ЦСКА,Ак Барс,0:1,2:4,1:0,:,:
433,435,2008-12-26,Торпедо,Нефтехимик,1:0,1:1,2:0,:,:
434,436,2008-12-26,ХК МВД,Трактор,0:1,3:0,1:1,:,:
435,437,2008-12-26,Атлант,Салават Юлаев,1:0,1:0,0:5,:,:
436,438,2008-12-26,Металлург Нк,Амур,0:1,0:1,1:0,:,:
437,439,2008-12-26,Сибирь,Лада,0:0,0:1,1:1,:,:
438,440,2008-12-26,СКА,Металлург Мг,0:0,1:0,1:2,0:0,0:1
439,441,2008-12-26,Северсталь,Локомотив,1:0,1:1,2:2,:,:
440,442,2008-12-26,Динамо Мн,Авангард,0:1,3:4,0:2,:,:
441,443,2008-12-26,Витязь,Барыс,1:1,1:1,0:0,0:1,:
442,444,2008-12-27,Динамо Р,Химик,1:1,1:1,2:0,:,:
443,445,2008-12-27,Витязь,Ак Барс,4:3,0:3,1:0,:,:
444,446,2008-12-28,Торпедо,Металлург Мг,0:1,1:1,1:0,0:0,0:1
445,447,2008-12-28,Атлант,Трактор,0:1,2:1,0:0,0:0,0:1
446,448,2008-12-28,Сибирь,Амур,1:2,1:0,0:1,:,:
447,449,2008-12-28,СКА,Северсталь,0:0,0:1,1:0,0:0,1:0
448,450,2008-12-28,Локомотив,Авангард,1:0,3:1,0:1,:,:
449,451,2008-12-28,Динамо Р,Барыс,0:0,1:0,0:0,:,:
450,452,2008-12-28,Динамо Мн,Салават Юлаев,3:3,0:1,0:2,:,:
451,453,2008-12-28,ЦСКА,Лада,0:0,1:1,1:1,1:0,:
452,454,2008-12-28,Спартак,Нефтехимик,2:0,0:1,2:1,:,:
453,455,2008-12-29,ХК МВД,Химик,2:1,2:1,0:2,1:0,:
454,456,2008-12-29,Сибирь,Амур,1:0,0:1,1:0,:,:
455,457,2008-12-30,Торпедо,Трактор,1:5,3:0,1:2,:,:
456,458,2008-12-30,ХК МВД,Салават Юлаев,0:1,2:2,0:2,:,:
457,459,2008-12-30,Атлант,Металлург Мг,2:0,0:2,3:0,:,:
458,460,2008-12-30,Локомотив,СКА,2:0,2:0,1:0,:,:
459,461,2008-12-30,Динамо Мн,Северсталь,1:1,0:0,1:1,0:0,0:1
460,462,2008-12-30,Спартак,Лада,0:1,1:0,1:1,0:0,1:0
461,463,2008-12-30,Витязь,Нефтехимик,2:0,0:0,0:1,:,:
462,464,2009-01-03,Металлург Мг,Амур,1:1,1:0,2:0,:,:
463,465,2009-01-03,Трактор,ЦСКА,0:2,0:2,3:0,:,:
464,466,2009-01-03,Салават Юлаев,Сибирь,1:0,2:0,1:0,:,:
465,467,2009-01-03,Лада,Атлант,0:0,1:1,1:2,:,:
466,468,2009-01-03,Авангард,Спартак,1:1,0:0,0:0,0:0,1:0
467,469,2009-01-03,СКА,Динамо Р,1:0,2:0,1:0,:,:
468,470,2009-01-04,Нефтехимик,ХК МВД,1:1,1:1,2:0,:,:
469,471,2009-01-04,Лада,Торпедо,0:0,0:1,0:1,:,:
470,472,2009-01-04,Барыс,Витязь,4:1,5:1,2:4,:,:
471,473,2009-01-04,Северсталь,Динамо Мн,0:1,3:1,0:0,:,:
472,474,2009-01-05,Металлург Мг,Металлург Нк,3:1,1:1,3:2,:,:
473,475,2009-01-05,Трактор,Сибирь,0:0,0:1,1:3,:,:
474,476,2009-01-05,Салават Юлаев,Амур,2:0,1:0,1:1,:,:
475,477,2009-01-05,Ак Барс,Атлант,1:2,1:0,0:0,0:1,:
476,478,2009-01-05,Авангард,ЦСКА,0:0,1:2,1:0,0:0,1:0
477,479,2009-01-05,Барыс,Спартак,0:2,1:1,2:2,:,:
478,480,2009-01-05,Северсталь,Динамо Р,1:0,0:1,2:0,:,:
479,481,2009-01-05,Локомотив,Динамо М,1:2,2:0,1:1,:,:
480,482,2009-01-06,Ак Барс,Торпедо,0:0,0:1,0:1,:,:
481,483,2009-01-06,Лада,ХК МВД,0:0,1:0,1:0,:,:
482,484,2009-01-06,Химик,Витязь,1:0,0:1,0:2,:,:
483,485,2009-01-06,СКА,Динамо Мн,0:0,0:1,0:0,:,:
484,486,2009-01-07,Трактор,Металлург Нк,0:0,2:0,0:0,:,:
485,487,2009-01-07,Нефтехимик,Атлант,0:2,1:1,0:0,:,:
486,488,2009-01-07,Лада,Амур,1:1,1:1,0:0,0:1,:
487,489,2009-01-07,Авангард,Сибирь,3:1,0:2,1:1,0:0,1:0
488,490,2009-01-07,Барыс,ЦСКА,1:3,1:1,0:1,:,:
489,491,2009-01-07,Химик,Спартак,1:2,0:1,1:0,:,:
490,492,2009-01-07,Северсталь,Динамо М,0:2,1:0,0:0,:,:
491,493,2009-01-07,Локомотив,Динамо Р,1:0,1:1,4:0,:,:
492,494,2009-01-08,Ак Барс,ХК МВД,1:1,1:0,1:0,:,:
493,495,2009-01-08,Нефтехимик,Торпедо,1:1,1:0,2:1,:,:
494,496,2009-01-08,Авангард,Витязь,0:0,0:1,1:0,1:0,:
495,497,2009-01-08,Локомотив,Динамо Мн,0:0,1:0,1:1,:,:
496,498,2009-01-09,Металлург Мг,Трактор,2:1,1:0,1:1,:,:
497,499,2009-01-09,Салават Юлаев,Металлург Нк,0:0,2:1,1:0,:,:
498,500,2009-01-09,Лада,Динамо Р,0:1,0:0,0:1,:,:
499,501,2009-01-09,Химик,ЦСКА,0:1,0:1,2:2,:,:
500,502,2009-01-09,СКА,Динамо М,0:1,3:1,0:1,0:0,0:1
501,264,2009-01-13,Динамо М,Ак Барс,1:0,2:2,1:1,:,:
502,503,2009-01-13,Амур,ХК МВД,1:0,1:0,1:0,:,:
503,504,2009-01-13,Салават Юлаев,Трактор,1:0,2:1,1:0,:,:
504,505,2009-01-13,Северсталь,СКА,0:1,0:2,1:1,:,:
505,506,2009-01-13,ЦСКА,Металлург Мг,0:1,0:1,0:1,:,:
506,507,2009-01-14,Атлант,Авангард,0:0,2:1,3:0,:,:
507,508,2009-01-15,Торпедо,Барыс,3:1,1:0,2:0,:,:
508,509,2009-01-15,ХК МВД,Химик,2:1,2:1,0:1,:,:
509,510,2009-01-15,Амур,Ак Барс,1:2,0:1,1:0,:,:
510,511,2009-01-15,Металлург Нк,Нефтехимик,0:0,1:1,1:2,:,:
511,512,2009-01-15,Сибирь,Лада,0:0,0:1,0:1,:,:
512,513,2009-01-15,Салават Юлаев,Металлург Мг,1:2,1:0,1:1,0:0,0:1
513,514,2009-01-15,Динамо М,Динамо Мн,0:1,1:3,0:1,:,:
514,515,2009-01-15,ЦСКА,Локомотив,1:1,1:1,0:0,0:1,:
515,516,2009-01-15,Спартак,Северсталь,1:0,3:0,1:1,:,:
516,517,2009-01-15,Витязь,СКА,2:1,1:2,2:1,:,:
517,518,2009-01-16,Динамо Р,Авангард,3:1,0:2,1:1,1:0,:
518,519,2009-01-17,Торпедо,Химик,1:0,2:0,3:1,:,:
519,520,2009-01-17,Амур,Нефтехимик,0:1,2:1,1:2,:,:
520,521,2009-01-17,Металлург Нк,Лада,1:0,1:1,1:0,:,:
521,522,2009-01-17,Сибирь,Ак Барс,1:2,1:1,0:0,:,:
522,523,2009-01-17,Трактор,Металлург Мг,1:0,1:1,1:1,:,:
523,524,2009-01-17,Салават Юлаев,Динамо Мн,1:1,2:0,2:0,:,:
524,525,2009-01-17,Динамо М,Барыс,0:0,1:2,3:1,:,:
525,526,2009-01-17,ЦСКА,СКА,1:0,2:0,1:0,:,:
526,527,2009-01-17,Спартак,Локомотив,0:0,1:0,2:2,:,:
527,528,2009-01-17,Витязь,Северсталь,1:0,1:2,1:3,:,:
528,529,2009-01-18,ХК МВД,Авангард,1:2,1:1,0:0,:,:
529,530,2009-01-19,Атлант,Барыс,0:1,1:0,4:0,:,:
530,531,2009-01-19,Амур,Лада,0:1,1:2,0:1,:,:
531,532,2009-01-19,Металлург Нк,Ак Барс,0:0,0:2,0:0,:,:
532,533,2009-01-19,Сибирь,Нефтехимик,1:0,1:0,1:2,:,:
533,534,2009-01-19,Металлург Мг,СКА,1:0,1:0,1:1,:,:
534,535,2009-01-19,Салават Юлаев,Северсталь,0:0,1:2,3:1,:,:
535,536,2009-01-19,Динамо Р,Локомотив,0:0,2:1,0:0,:,:
536,537,2009-01-19,Динамо М,Витязь,3:1,3:0,0:0,:,:
537,538,2009-01-19,ЦСКА,Химик,1:1,1:0,2:1,:,:
538,539,2009-01-19,Спартак,Динамо Мн,1:1,4:0,2:3,:,:
539,540,2009-01-20,Торпедо,Авангард,2:0,0:2,1:0,:,:
540,541,2009-01-20,Амур,Лада,1:0,1:0,0:0,:,:
541,542,2009-01-21,ХК МВД,Барыс,0:0,0:2,0:1,:,:
542,543,2009-01-21,Атлант,Химик,4:0,1:0,3:1,:,:
543,544,2009-01-21,ЦСКА,Северсталь,0:1,3:0,1:0,:,:
544,545,2009-01-21,Спартак,СКА,0:1,0:0,0:0,:,:
545,546,2009-01-21,Витязь,Локомотив,1:0,0:1,0:0,1:0,:
546,547,2009-01-22,Динамо М,Динамо Р,2:0,3:0,2:1,:,:
547,548,2009-01-24,Химик,Трактор,2:2,0:0,0:0,1:0,:
548,549,2009-01-24,Динамо Мн,Атлант,0:1,1:4,0:1,:,:
549,550,2009-01-25,Ак Барс,Металлург Мг,0:0,0:0,0:2,:,:
550,552,2009-01-25,Динамо Р,Витязь,1:0,2:1,1:1,:,:
551,553,2009-01-25,Динамо М,ЦСКА,1:0,0:1,0:0,1:0,:
552,554,2009-01-26,Лада,Трактор,0:0,1:1,3:0,:,:
553,555,2009-01-26,Авангард,Металлург Нк,1:3,0:0,2:0,0:1,:
554,556,2009-01-26,Барыс,Амур,1:0,2:2,1:2,0:0,1:0
555,557,2009-01-26,Химик,Сибирь,1:1,0:2,2:0,1:0,:
556,558,2009-01-26,СКА,Атлант,1:0,0:2,0:0,:,:
557,559,2009-01-26,Северсталь,ХК МВД,2:1,1:0,1:0,:,:
558,560,2009-01-26,Локомотив,Торпедо,1:0,0:1,1:3,:,:
559,561,2009-01-27,Динамо Мн,ЦСКА,1:0,1:2,1:1,0:1,:
560,562,2009-01-27,Витязь,Динамо М,0:0,0:3,0:3,:,:
561,551,2009-01-28,Нефтехимик,Салават Юлаев,1:1,1:1,0:1,:,:
562,563,2009-01-28,Ак Барс,Трактор,2:1,2:0,2:1,:,:
563,564,2009-01-28,Лада,Сибирь,2:1,1:0,0:1,:,:
564,565,2009-01-28,Барыс,Металлург Нк,0:0,2:0,1:1,:,:
565,566,2009-01-28,Химик,Амур,0:1,2:0,3:1,:,:
566,567,2009-01-28,СКА,ХК МВД,1:0,1:1,0:1,0:0,0:1
567,568,2009-01-28,Северсталь,Торпедо,2:0,0:2,1:2,:,:
568,569,2009-01-28,Локомотив,Атлант,3:1,2:0,0:0,:,:
569,570,2009-01-28,Динамо Р,Спартак,1:0,2:0,1:1,:,:
570,571,2009-01-29,Динамо Р,ЦСКА,2:4,0:2,0:0,:,:
571,572,2009-01-29,Динамо Мн,Витязь,1:1,2:2,1:1,0:0,1:0
572,573,2009-01-30,Ак Барс,Салават Юлаев,0:0,1:2,1:0,0:0,1:0
573,574,2009-01-30,Нефтехимик,Трактор,0:0,1:2,1:2,:,:
574,576,2009-01-30,Авангард,Амур,1:2,1:0,0:3,:,:
575,577,2009-01-30,Барыс,Сибирь,1:0,0:2,2:1,0:0,0:1
576,578,2009-01-30,Химик,Металлург Нк,0:1,1:0,0:2,:,:
577,579,2009-01-30,СКА,Торпедо,1:0,1:2,0:0,0:0,0:1
578,580,2009-01-30,Северсталь,Атлант,0:2,0:1,0:3,:,:
579,581,2009-01-30,Локомотив,ХК МВД,3:0,2:2,2:0,:,:
580,582,2009-01-30,Динамо М,Спартак,1:1,2:0,1:0,:,:
581,583,2009-02-01,ХК МВД,ЦСКА,2:0,0:0,0:0,:,:
582,584,2009-02-01,Нефтехимик,Металлург Мг,2:0,2:0,1:1,:,:
583,585,2009-02-01,Лада,Салават Юлаев,1:2,2:0,2:0,:,:
584,586,2009-02-01,Авангард,Сибирь,1:1,3:0,3:0,:,:
585,587,2009-02-01,Динамо Мн,Спартак,0:0,0:1,0:1,:,:
586,588,2009-02-01,Динамо М,Торпедо,1:0,2:2,1:0,:,:
587,575,2009-02-03,Лада,Металлург Мг,0:1,1:0,0:0,1:0,:
588,589,2009-02-11,Торпедо,Динамо Мн,2:0,0:1,1:1,:,:
589,590,2009-02-11,Амур,Локомотив,0:3,1:1,1:1,:,:
590,591,2009-02-11,Металлург Мг,ЦСКА,2:2,0:1,2:1,0:0,1:0
591,592,2009-02-11,Салават Юлаев,Спартак,0:1,2:0,0:0,:,:
592,593,2009-02-11,Ак Барс,Витязь,0:1,1:1,3:0,:,:
593,594,2009-02-11,Лада,Авангард,0:0,0:0,2:0,:,:
594,595,2009-02-11,Динамо М,Атлант,0:0,2:2,2:0,:,:
595,596,2009-02-12,ХК МВД,Динамо Р,2:2,0:2,0:0,:,:
596,597,2009-02-12,Амур,Локомотив,1:0,0:0,0:1,0:0,0:1
597,598,2009-02-12,Металлург Нк,СКА,0:1,0:0,0:0,:,:
598,599,2009-02-12,Сибирь,Северсталь,0:0,1:2,1:1,:,:
599,600,2009-02-12,Металлург Мг,Химик,2:1,1:2,1:0,:,:
600,601,2009-02-12,Трактор,Барыс,2:0,1:1,0:0,:,:
601,602,2009-02-13,Торпедо,Витязь,4:1,1:0,0:1,:,:
602,603,2009-02-13,ХК МВД,Динамо М,1:3,0:0,0:1,:,:
603,604,2009-02-13,Атлант,Динамо Мн,1:1,0:0,3:1,:,:
604,605,2009-02-13,Салават Юлаев,Авангард,1:0,0:0,2:1,:,:
605,606,2009-02-13,Ак Барс,Нефтехимик,1:1,0:0,1:0,:,:
606,607,2009-02-13,ЦСКА,Спартак,0:1,0:1,0:0,:,:
607,608,2009-02-14,Атлант,Динамо Р,0:1,3:0,1:1,:,:
608,609,2009-02-14,Амур,Северсталь,0:2,1:1,0:2,:,:
609,610,2009-02-14,Металлург Нк,Локомотив,0:1,1:0,0:1,:,:
610,611,2009-02-14,Сибирь,СКА,0:3,1:0,1:0,:,:
611,612,2009-02-14,Металлург Мг,Барыс,2:0,1:1,2:1,:,:
612,613,2009-02-14,Салават Юлаев,Химик,0:1,2:1,1:3,:,:
613,614,2009-02-15,Торпедо,Динамо М,0:1,1:0,2:1,:,:
614,615,2009-02-15,ХК МВД,Динамо Мн,3:2,1:0,1:3,0:0,1:0
615,616,2009-02-15,Трактор,Авангард,1:2,1:2,1:2,:,:
616,617,2009-02-15,Ак Барс,Лада,0:0,1:0,0:1,0:0,0:1
617,618,2009-02-15,Нефтехимик,Витязь,3:1,3:1,4:0,:,:
618,619,2009-02-16,Торпедо,Динамо Р,1:1,2:1,1:2,0:1,:
619,620,2009-02-16,Атлант,ЦСКА,2:1,0:1,0:5,:,:
620,621,2009-02-16,Амур,СКА,1:1,1:0,0:2,:,:
621,622,2009-02-16,Металлург Нк,Северсталь,0:2,5:1,1:1,:,:
622,623,2009-02-16,Сибирь,Локомотив,3:1,1:1,1:1,:,:
623,624,2009-02-16,Трактор,Химик,2:0,0:1,2:0,:,:
624,625,2009-02-16,Салават Юлаев,Барыс,1:0,0:1,0:0,1:0,:
625,626,2009-02-17,Металлург Мг,Авангард,1:0,1:1,0:1,0:0,0:1
626,627,2009-02-18,Динамо М,Ак Барс,1:2,1:1,0:2,:,:
627,628,2009-02-19,Металлург Мг,ХК МВД,0:1,0:2,1:1,:,:
628,629,2009-02-19,Динамо М,Нефтехимик,0:2,0:1,1:1,:,:
629,630,2009-02-19,Спартак,Металлург Нк,0:0,0:0,2:1,:,:
630,631,2009-02-19,Витязь,Торпедо,2:1,0:4,1:0,:,:
631,632,2009-02-20,Атлант,Салават Юлаев,0:0,0:0,0:1,:,:
632,633,2009-02-20,Авангард,Лада,0:0,0:2,0:1,:,:
633,634,2009-02-20,Барыс,Ак Барс,0:1,0:1,0:1,:,:
634,635,2009-02-20,Динамо Р,Сибирь,3:1,2:2,1:1,:,:
635,636,2009-02-20,ЦСКА,Трактор,0:0,1:0,0:1,0:0,1:0
636,637,2009-02-21,ХК МВД,Витязь,2:0,2:1,3:0,:,:
637,638,2009-02-21,Авангард,Нефтехимик,2:1,2:1,0:2,0:1,:
638,639,2009-02-21,Динамо Р,Сибирь,1:0,1:1,0:1,0:0,1:0
639,640,2009-02-21,Динамо Мн,Амур,2:1,0:0,1:1,:,:
640,641,2009-02-21,Динамо М,Металлург Нк,1:1,4:0,1:0,:,:
641,642,2009-02-21,Спартак,Торпедо,3:1,0:1,2:1,:,:
642,643,2009-02-22,Барыс,Лада,1:3,0:0,2:0,0:0,0:1
643,644,2009-02-22,Химик,Ак Барс,0:2,0:1,1:1,:,:
644,645,2009-02-22,СКА,Металлург Мг,1:0,2:0,0:0,:,:
645,646,2009-02-22,Северсталь,Трактор,1:0,1:0,1:0,:,:
646,647,2009-02-22,Локомотив,Салават Юлаев,1:0,0:1,2:0,:,:
647,648,2009-02-23,Барыс,Нефтехимик,4:0,2:4,0:1,:,:
648,649,2009-02-23,Динамо Р,Металлург Нк,0:0,1:1,1:1,1:0,:
649,650,2009-02-23,Динамо Мн,Сибирь,0:2,1:3,1:2,:,:
650,651,2009-02-23,Динамо М,Амур,1:0,0:0,1:0,:,:
651,652,2009-02-23,ЦСКА,Торпедо,1:1,1:1,2:0,:,:
652,653,2009-02-23,Витязь,Атлант,0:1,0:3,0:0,:,:
653,654,2009-02-24,Авангард,Ак Барс,0:0,1:1,0:2,:,:
654,655,2009-02-24,Химик,Лада,0:1,0:1,0:0,:,:
655,656,2009-02-24,СКА,Трактор,2:1,0:0,0:1,0:0,1:0
656,657,2009-02-24,Северсталь,Салават Юлаев,0:2,0:1,0:1,:,:
657,658,2009-02-24,Локомотив,Металлург Мг,2:1,3:1,1:0,:,:
658,659,2009-02-24,Спартак,ХК МВД,1:1,2:0,2:1,:,:
659,660,2009-02-25,Барыс,Торпедо,1:1,2:1,2:0,:,:
660,661,2009-02-25,Химик,Нефтехимик,0:3,0:0,1:1,:,:
661,662,2009-02-25,Динамо Р,Амур,2:1,0:0,0:0,:,:
662,663,2009-02-25,Динамо Мн,Металлург Нк,0:0,0:1,2:0,:,:
663,664,2009-02-25,Динамо М,Сибирь,1:3,1:0,1:1,:,:
664,665,2009-02-26,Атлант,Спартак,2:2,0:0,1:0,:,:
665,666,2009-02-26,Барыс,Витязь,4:1,2:1,0:2,:,:
666,667,2009-02-26,СКА,Салават Юлаев,2:1,1:0,1:3,1:0,:
667,668,2009-02-26,Северсталь,Металлург Мг,0:0,1:1,0:1,:,:
668,669,2009-02-26,Локомотив,Трактор,1:0,0:0,2:1,:,:
669,670,2009-02-26,Динамо Р,Амур,0:0,0:0,0:1,:,:
670,671,2009-02-26,Динамо Мн,Металлург Нк,2:1,0:1,0:2,:,:
671,672,2009-02-26,ЦСКА,ХК МВД,0:2,2:0,1:0,:,:
