,Номер,Дата,Команда_1,Команда_2,Период_1,Период_2,Период_3,Овертайм,Буллиты
347,348,2009-11-30,Локомотив,Динамо М,0:0,1:0,2:0,:,:
348,349,2009-11-30,ХК МВД,Динамо Мн,2:0,0:0,0:1,:,:
349,350,2009-11-30,Спартак,Динамо Р,0:2,1:0,1:1,:,:
350,351,2009-12-01,ЦСКА,Металлург Мг,1:0,2:2,1:3,:,:
351,352,2009-12-01,Торпедо,Автомобилист,1:0,0:0,2:1,:,:
352,353,2009-12-01,Витязь,Трактор,0:1,1:0,1:2,:,:
353,354,2009-12-02,Ак Барс,Лада,0:0,0:2,1:0,:,:
354,355,2009-12-02,Атлант,СКА,0:0,0:0,1:1,1:0,:
355,356,2009-12-02,Локомотив,Динамо Мн,0:1,2:0,2:0,:,:
356,357,2009-12-02,ХК МВД,Динамо Р,2:0,0:1,2:1,:,:
357,358,2009-12-02,Спартак,Динамо М,2:1,1:1,1:0,:,:
358,359,2009-12-03,Сибирь,Амур,2:0,1:1,1:0,:,:
359,360,2009-12-03,ЦСКА,Автомобилист,1:1,0:0,0:0,1:0,:
360,361,2009-12-03,Торпедо,Трактор,0:1,1:4,2:1,:,:
361,362,2009-12-03,Витязь,Металлург Мг,0:1,0:0,0:3,:,:
362,363,2009-12-03,Авангард,Барыс,0:1,0:0,2:0,:,:
363,364,2009-12-04,Динамо М,ХК МВД,0:1,2:1,0:0,0:0,1:0
364,365,2009-12-04,Северсталь,СКА,1:0,2:4,0:4,:,:
365,366,2009-12-04,Спартак,Динамо Мн,2:2,2:1,1:2,0:0,0:1
366,367,2009-12-05,Лада,Нефтехимик,0:1,1:0,0:1,:,:
367,368,2009-12-05,Металлург Нк,Амур,1:2,0:0,1:0,0:1,:
368,369,2009-12-05,Металлург Мг,Трактор,2:0,2:0,2:0,:,:
369,370,2009-12-05,Торпедо,ЦСКА,1:2,0:2,1:0,:,:
370,371,2009-12-05,Барыс,Салават Юлаев,1:1,1:0,0:1,0:0,0:1
371,372,2009-12-06,Атлант,Локомотив,0:0,1:0,0:1,0:0,1:0
372,373,2009-12-06,ХК МВД,Северсталь,2:2,0:1,1:2,:,:
373,374,2009-12-07,Динамо Р,Нефтехимик,1:0,2:2,3:1,:,:
374,375,2009-12-07,Динамо Мн,Лада,1:0,1:0,2:2,:,:
375,376,2009-12-07,Динамо М,Ак Барс,0:0,1:2,3:0,:,:
376,377,2009-12-07,Автомобилист,Салават Юлаев,0:3,3:0,1:0,:,:
377,378,2009-12-07,Металлург Мг,Авангард,0:2,4:0,1:1,:,:
378,379,2009-12-07,Трактор,Барыс,2:0,0:2,0:2,:,:
379,380,2009-12-07,СКА,Торпедо,0:0,3:0,2:1,:,:
380,381,2009-12-07,Витязь,ЦСКА,0:1,1:1,0:0,:,:
381,382,2009-12-08,Амур,Локомотив,0:1,1:0,1:1,1:0,:
382,383,2009-12-08,Сибирь,ХК МВД,0:0,1:1,0:2,:,:
383,384,2009-12-08,Металлург Нк,Спартак,2:0,0:3,0:0,:,:
384,385,2009-12-09,Динамо Р,Ак Барс,1:1,1:2,0:1,:,:
385,386,2009-12-09,Динамо Мн,Нефтехимик,0:3,3:0,0:2,:,:
386,387,2009-12-09,Динамо М,Лада,0:0,0:0,3:0,:,:
387,388,2009-12-09,Автомобилист,Авангард,0:1,0:1,0:2,:,:
388,389,2009-12-09,Металлург Мг,Барыс,1:0,0:0,3:0,:,:
389,390,2009-12-09,Трактор,Салават Юлаев,1:2,0:1,0:1,:,:
390,391,2009-12-09,СКА,Витязь,0:0,0:0,1:0,:,:
391,392,2009-12-09,Северсталь,Торпедо,3:0,1:0,1:1,:,:
392,393,2009-12-09,Атлант,ЦСКА,0:0,2:0,0:2,0:0,1:0
393,394,2009-12-10,Амур,ХК МВД,0:1,0:0,0:0,:,:
394,395,2009-12-10,Сибирь,Спартак,1:2,2:3,1:1,:,:
395,396,2009-12-10,Металлург Нк,Локомотив,0:0,0:1,0:1,:,:
396,397,2009-12-11,Динамо Р,Лада,1:0,2:0,1:1,:,:
397,398,2009-12-11,Динамо Мн,Ак Барс,1:2,0:1,0:1,:,:
398,399,2009-12-11,Динамо М,Нефтехимик,2:0,1:0,1:0,:,:
399,400,2009-12-11,Автомобилист,Барыс,2:1,2:1,1:0,:,:
400,401,2009-12-11,Металлург Мг,Салават Юлаев,0:2,2:0,2:2,0:0,0:1
401,402,2009-12-11,Трактор,Авангард,1:0,2:1,0:1,:,:
402,403,2009-12-11,Северсталь,Витязь,1:0,3:1,1:0,:,:
403,404,2009-12-11,Атлант,Торпедо,1:0,1:0,0:0,:,:
404,405,2009-12-11,ЦСКА,СКА,0:0,0:3,2:0,:,:
405,406,2009-12-12,Амур,Спартак,0:1,1:1,1:0,0:0,1:0
406,407,2009-12-12,Сибирь,Локомотив,1:0,1:0,0:1,:,:
407,408,2009-12-12,Металлург Нк,ХК МВД,0:0,2:2,2:0,:,:
408,409,2009-12-13,Динамо Р,Динамо Мн,1:0,1:0,0:0,:,:
409,410,2009-12-13,Металлург Мг,Лада,1:0,1:0,1:2,:,:
410,411,2009-12-13,Трактор,Ак Барс,0:0,0:0,0:0,0:0,1:0
411,412,2009-12-13,СКА,Динамо М,0:0,0:2,0:0,:,:
412,413,2009-12-13,Северсталь,ЦСКА,1:2,1:1,1:0,0:0,1:0
413,414,2009-12-13,Витязь,Атлант,2:1,2:2,0:1,1:0,:
414,415,2009-12-13,Салават Юлаев,Барыс,0:0,2:1,2:0,:,:
415,416,2009-12-22,Динамо Мн,Динамо Р,1:0,2:0,1:1,:,:
416,417,2009-12-23,Ак Барс,Трактор,0:0,0:0,1:1,0:0,1:0
417,418,2009-12-23,Нефтехимик,Автомобилист,1:0,1:2,3:0,:,:
418,419,2009-12-23,Лада,Металлург Мг,0:0,3:4,0:1,:,:
419,420,2009-12-23,Динамо Мн,Динамо М,1:0,0:1,1:2,:,:
420,421,2009-12-23,Сибирь,Металлург Нк,0:2,2:0,1:1,1:0,:
421,422,2009-12-23,ЦСКА,Спартак,1:0,1:0,0:1,:,:
422,423,2009-12-23,Витязь,ХК МВД,2:1,0:0,0:2,:,:
423,424,2009-12-23,Салават Юлаев,СКА,3:2,1:0,2:1,:,:
424,425,2009-12-23,Барыс,Северсталь,0:0,3:2,0:2,:,:
425,426,2009-12-23,Авангард,Атлант,1:2,1:1,0:1,:,:
426,427,2009-12-23,Локомотив,Торпедо,0:0,0:0,1:0,:,:
427,428,2009-12-25,Ак Барс,Металлург Нк,1:0,2:0,1:0,:,:
428,429,2009-12-25,Нефтехимик,Сибирь,2:0,0:0,1:1,:,:
429,430,2009-12-25,Лада,Амур,1:0,3:1,0:1,:,:
430,431,2009-12-25,Динамо Р,Динамо М,1:2,1:3,2:0,:,:
431,432,2009-12-25,ЦСКА,Торпедо,0:2,0:1,0:2,:,:
432,433,2009-12-25,Салават Юлаев,Северсталь,1:0,1:1,0:2,:,:
433,434,2009-12-25,Барыс,Атлант,0:2,3:2,1:0,0:0,0:1
434,435,2009-12-25,Авангард,СКА,0:1,2:1,0:2,:,:
435,436,2009-12-25,Локомотив,Трактор,2:1,2:0,1:0,:,:
436,437,2009-12-25,ХК МВД,Металлург Мг,0:0,1:0,1:0,:,:
437,438,2009-12-25,Спартак,Автомобилист,1:1,1:0,0:1,0:0,1:0
438,439,2009-12-27,Ак Барс,Сибирь,0:0,2:0,3:1,:,:
439,440,2009-12-27,Нефтехимик,Амур,0:1,2:0,2:0,:,:
440,441,2009-12-27,Лада,Металлург Нк,1:0,2:0,0:0,:,:
441,442,2009-12-27,ЦСКА,Динамо М,0:0,1:1,1:1,0:1,:
442,443,2009-12-27,Торпедо,Витязь,1:0,3:0,4:0,:,:
443,444,2009-12-27,Салават Юлаев,Атлант,1:1,1:1,2:0,:,:
444,445,2009-12-27,Барыс,СКА,0:1,1:2,0:2,:,:
445,446,2009-12-27,Авангард,Северсталь,1:0,0:1,2:0,:,:
446,447,2009-12-27,Локомотив,Металлург Мг,0:0,3:0,0:0,:,:
447,448,2009-12-27,ХК МВД,Автомобилист,0:0,0:0,1:0,:,:
448,449,2009-12-27,Спартак,Трактор,1:0,1:2,1:0,:,:
449,450,2009-12-29,Ак Барс,Амур,3:0,1:1,3:1,:,:
450,451,2009-12-29,Нефтехимик,Металлург Нк,1:0,2:2,0:1,1:0,:
451,452,2009-12-29,Лада,Сибирь,1:1,4:0,0:1,:,:
452,453,2009-12-29,Динамо Р,ЦСКА,0:1,0:1,2:0,0:1,:
453,454,2009-12-29,Северсталь,Торпедо,2:2,1:0,0:1,1:0,:
454,455,2009-12-29,Витязь,Атлант,0:1,1:0,0:4,:,:
455,456,2009-12-29,Локомотив,Автомобилист,1:1,2:0,0:0,:,:
456,457,2009-12-29,ХК МВД,Трактор,0:0,1:2,0:0,:,:
457,458,2009-12-29,Спартак,Металлург Мг,0:0,0:1,1:0,0:0,0:1
458,466,2009-12-29,Салават Юлаев,Авангард,0:0,1:0,3:1,:,:
459,459,2010-01-03,Амур,Динамо М,3:0,0:1,0:2,1:0,:
460,460,2010-01-03,Сибирь,Динамо Мн,0:2,0:0,0:0,:,:
461,461,2010-01-03,Металлург Нк,Динамо Р,1:0,1:1,1:1,:,:
462,462,2010-01-03,СКА,Спартак,1:0,1:2,0:0,0:1,:
463,463,2010-01-03,Атлант,Северсталь,0:1,1:0,0:0,0:0,1:0
464,464,2010-01-03,ЦСКА,Барыс,1:3,0:2,2:0,:,:
465,465,2010-01-03,Торпедо,Локомотив,2:0,2:0,1:2,:,:
466,467,2010-01-03,ХК МВД,Витязь,2:0,2:1,2:2,:,:
467,468,2010-01-04,Автомобилист,Ак Барс,1:0,1:1,0:1,0:0,1:0
468,469,2010-01-04,Металлург Мг,Нефтехимик,0:0,1:1,1:0,:,:
469,470,2010-01-04,Трактор,Лада,1:0,1:1,2:1,:,:
470,471,2010-01-05,Амур,Динамо Мн,0:1,0:0,2:1,0:0,1:0
471,472,2010-01-05,Сибирь,Динамо Р,1:4,0:3,1:0,:,:
472,473,2010-01-05,Металлург Нк,Динамо М,0:2,2:1,1:1,:,:
473,474,2010-01-05,СКА,ХК МВД,1:0,2:0,0:0,:,:
474,475,2010-01-05,Северсталь,Спартак,0:0,3:2,2:0,:,:
475,476,2010-01-05,Атлант,Локомотив,0:0,0:0,2:0,:,:
476,477,2010-01-05,ЦСКА,Авангард,1:0,2:1,0:0,:,:
477,478,2010-01-05,Торпедо,Барыс,4:0,0:1,0:1,:,:
478,479,2010-01-05,Витязь,Салават Юлаев,0:2,1:2,0:1,:,:
479,480,2010-01-06,Автомобилист,Лада,1:1,0:0,0:1,:,:
480,481,2010-01-06,Металлург Мг,Ак Барс,1:0,1:2,0:0,1:0,:
481,482,2010-01-06,Трактор,Нефтехимик,1:0,1:2,0:1,:,:
482,483,2010-01-07,Амур,Динамо Р,0:3,0:0,2:1,:,:
483,484,2010-01-07,Сибирь,Динамо М,0:1,1:1,0:2,:,:
484,485,2010-01-07,Металлург Нк,Динамо Мн,0:1,1:3,0:0,:,:
485,486,2010-01-07,СКА,Локомотив,1:1,2:0,0:0,:,:
486,487,2010-01-07,Северсталь,ХК МВД,0:1,0:2,1:0,:,:
487,488,2010-01-07,Атлант,Спартак,0:1,1:1,1:2,:,:
488,489,2010-01-07,ЦСКА,Салават Юлаев,1:1,0:1,0:1,:,:
489,490,2010-01-07,Торпедо,Авангард,0:1,0:0,1:1,:,:
490,491,2010-01-07,Витязь,Барыс,2:0,2:1,1:0,:,:
491,492,2010-01-08,Автомобилист,Нефтехимик,1:0,0:1,0:0,0:0,1:0
492,493,2010-01-08,Металлург Мг,Лада,2:0,1:0,3:0,:,:
493,494,2010-01-08,Трактор,Ак Барс,1:0,0:2,1:3,:,:
494,495,2010-01-09,Северсталь,Локомотив,0:0,1:2,1:1,:,:
495,496,2010-01-09,Атлант,ХК МВД,1:1,1:0,2:0,:,:
496,497,2010-01-09,ЦСКА,Динамо Мн,0:1,2:0,0:0,:,:
497,498,2010-01-09,Торпедо,Салават Юлаев,1:0,0:1,2:0,:,:
498,499,2010-01-09,Витязь,Авангард,0:0,0:0,0:0,:,:
499,500,2010-01-09,Спартак,Динамо М,0:0,2:2,1:1,0:0,1:0
500,501,2010-01-10,Амур,Металлург Нк,0:0,3:0,1:1,:,:
501,502,2010-01-11,Амур,Металлург Нк,0:1,0:0,1:0,0:0,0:1
502,503,2010-01-11,Барыс,Сибирь,2:0,2:0,1:0,:,:
503,504,2010-01-11,Авангард,Салават Юлаев,0:0,2:1,0:1,1:0,:
504,505,2010-01-12,Ак Барс,Автомобилист,1:1,0:0,0:1,:,:
505,506,2010-01-12,Нефтехимик,Металлург Мг,0:1,2:0,1:0,:,:
506,507,2010-01-12,Лада,Трактор,1:0,1:1,0:2,:,:
507,508,2010-01-12,СКА,ЦСКА,2:0,1:0,0:2,:,:
508,509,2010-01-12,Витязь,Северсталь,0:1,1:3,1:3,:,:
509,510,2010-01-12,ХК МВД,Атлант,2:1,2:1,1:0,:,:
510,511,2010-01-13,Барыс,Металлург Нк,0:1,0:1,0:1,:,:
511,512,2010-01-13,Авангард,Сибирь,3:0,1:2,0:0,:,:
512,513,2010-01-14,Ак Барс,СКА,0:0,0:1,1:1,:,:
513,514,2010-01-14,Нефтехимик,Северсталь,1:0,1:1,2:1,:,:
514,515,2010-01-14,Лада,Атлант,1:1,0:0,0:0,0:0,0:1
515,516,2010-01-14,Динамо Р,Автомобилист,1:0,2:0,1:0,:,:
516,517,2010-01-14,Динамо Мн,Металлург Мг,1:0,0:0,0:2,:,:
517,518,2010-01-14,Динамо М,Трактор,0:2,2:1,2:0,:,:
518,519,2010-01-14,Салават Юлаев,Амур,0:2,1:1,1:0,:,:
519,520,2010-01-14,Локомотив,Витязь,0:0,2:1,1:0,:,:
520,521,2010-01-14,ХК МВД,Торпедо,1:1,1:0,1:5,:,:
521,522,2010-01-14,Спартак,ЦСКА,1:0,1:1,1:0,:,:
522,523,2010-01-15,Авангард,Металлург Нк,1:0,2:2,1:0,:,:
523,524,2010-01-16,Ак Барс,Северсталь,0:0,1:1,0:0,0:0,1:0
524,525,2010-01-16,Нефтехимик,Атлант,1:1,2:0,0:3,:,:
525,526,2010-01-16,Лада,СКА,0:0,1:1,0:1,:,:
526,527,2010-01-16,Динамо Р,Трактор,1:2,0:1,1:0,:,:
527,528,2010-01-16,Динамо Мн,Автомобилист,2:0,2:0,0:0,:,:
528,529,2010-01-16,Динамо М,Металлург Мг,1:0,1:1,0:0,:,:
529,530,2010-01-16,Сибирь,Амур,1:1,2:1,1:1,:,:
530,531,2010-01-16,Локомотив,Торпедо,2:0,0:0,0:0,:,:
531,532,2010-01-16,ХК МВД,ЦСКА,1:1,0:0,0:0,0:0,0:1
532,533,2010-01-16,Спартак,Витязь,0:0,3:2,2:1,:,:
533,534,2010-01-18,Ак Барс,Атлант,3:1,2:0,1:1,:,:
534,535,2010-01-18,Нефтехимик,СКА,1:1,1:2,3:3,:,:
535,536,2010-01-18,Лада,Северсталь,1:1,0:2,0:1,:,:
536,537,2010-01-18,Динамо Р,Металлург Мг,2:1,1:1,0:0,:,:
537,538,2010-01-18,Динамо Мн,Трактор,0:0,0:2,1:0,:,:
538,539,2010-01-18,Динамо М,Автомобилист,2:2,0:2,0:1,:,:
539,540,2010-01-18,Амур,Барыс,2:1,2:1,1:1,:,:
540,541,2010-01-18,Сибирь,Салават Юлаев,1:1,1:2,0:1,:,:
541,542,2010-01-18,Металлург Нк,Авангард,1:1,1:1,0:1,:,:
542,543,2010-01-18,Локомотив,ЦСКА,1:3,0:1,0:2,:,:
543,544,2010-01-18,ХК МВД,Витязь,1:1,1:0,0:1,0:1,:
544,545,2010-01-18,Спартак,Торпедо,2:1,1:1,0:1,1:0,:
545,546,2010-01-19,Амур,Барыс,2:1,2:5,1:2,:,:
546,547,2010-01-20,Динамо Р,Спартак,1:1,0:1,2:0,:,:
547,548,2010-01-20,Динамо М,Динамо Мн,1:1,2:2,1:1,0:0,1:0
548,549,2010-01-20,Сибирь,Авангард,0:1,2:2,0:0,:,:
549,550,2010-01-20,Металлург Нк,Салават Юлаев,0:3,1:2,0:1,:,:
550,551,2010-01-20,Атлант,Торпедо,1:2,1:0,0:0,1:0,:
551,552,2010-01-21,Автомобилист,Нефтехимик,2:1,1:0,1:1,:,:
552,553,2010-01-21,ЦСКА,Ак Барс,1:0,1:3,1:1,:,:
553,554,2010-01-21,Витязь,Лада,2:1,1:0,3:3,:,:
554,555,2010-01-22,Динамо М,Динамо Р,3:0,0:4,1:1,:,:
555,556,2010-01-22,Авангард,Амур,1:1,2:0,1:0,:,:
556,557,2010-01-22,Локомотив,ХК МВД,0:1,1:0,0:2,:,:
557,558,2010-01-22,Спартак,Динамо Мн,3:1,2:0,1:2,:,:
558,559,2010-01-23,ЦСКА,Лада,0:0,1:0,1:0,:,:
559,560,2010-01-23,Торпедо,Ак Барс,1:1,1:1,0:1,:,:
560,561,2010-01-23,Витязь,Нефтехимик,2:2,2:0,1:2,:,:
561,562,2010-01-24,Динамо М,Атлант,2:1,0:1,2:1,:,:
562,563,2010-01-24,Автомобилист,Амур,0:1,1:1,1:0,0:0,1:0
563,564,2010-01-24,Металлург Мг,Сибирь,1:1,1:1,1:1,0:0,1:0
564,565,2010-01-24,Трактор,Металлург Нк,1:1,2:1,0:2,:,:
565,566,2010-01-24,СКА,Динамо Р,4:1,2:0,2:0,:,:
566,567,2010-01-24,Северсталь,Динамо Мн,1:1,1:0,0:1,0:0,0:1
567,568,2010-01-24,Салават Юлаев,Спартак,2:1,1:0,1:2,:,:
568,569,2010-01-24,Барыс,ХК МВД,0:0,1:3,1:1,:,:
569,570,2010-01-24,Авангард,Локомотив,2:2,0:2,1:0,:,:
570,571,2010-01-25,ЦСКА,Нефтехимик,1:1,3:3,0:1,:,:
571,572,2010-01-25,Торпедо,Лада,0:0,1:1,0:1,:,:
572,573,2010-01-25,Витязь,Ак Барс,1:1,0:1,1:0,1:0,:
573,574,2010-01-26,Автомобилист,Металлург Нк,0:1,0:2,0:1,:,:
574,575,2010-01-26,Металлург Мг,Амур,0:0,0:0,4:1,:,:
575,576,2010-01-26,Трактор,Сибирь,2:0,2:0,0:1,:,:
576,577,2010-01-26,СКА,Динамо М,0:0,1:0,0:0,:,:
577,578,2010-01-26,Северсталь,Динамо Р,3:0,0:1,0:2,0:0,0:1
578,579,2010-01-26,Атлант,Динамо Мн,1:0,1:2,1:0,:,:
579,580,2010-01-26,Салават Юлаев,ХК МВД,0:1,2:1,1:1,1:0,:
580,581,2010-01-26,Барыс,Локомотив,2:2,0:0,0:0,1:0,:
581,582,2010-01-26,Авангард,Спартак,0:0,0:2,1:0,:,:
582,583,2010-01-27,Лада,Ак Барс,0:2,0:2,0:0,:,:
583,584,2010-01-27,ЦСКА,Витязь,1:1,4:0,0:1,:,:
584,585,2010-01-27,Торпедо,Нефтехимик,4:0,1:0,0:3,:,:
585,586,2010-01-28,Автомобилист,Сибирь,0:1,1:2,2:1,:,:
586,587,2010-01-28,Металлург Мг,Металлург Нк,2:0,1:0,1:0,:,:
587,588,2010-01-28,Трактор,Амур,0:0,0:1,0:1,:,:
588,589,2010-01-28,СКА,Динамо Мн,0:2,2:0,0:2,:,:
589,590,2010-01-28,Северсталь,Динамо М,1:2,2:1,0:0,0:0,1:0
590,591,2010-01-28,Атлант,Динамо Р,3:0,1:1,1:4,0:1,:
591,592,2010-01-28,Салават Юлаев,Локомотив,0:0,3:0,0:0,:,:
592,593,2010-01-28,Барыс,Спартак,4:1,2:0,3:2,:,:
593,594,2010-01-28,Авангард,ХК МВД,1:0,1:0,0:0,:,:
594,595,2010-02-01,Нефтехимик,Ак Барс,1:0,0:0,2:1,:,:
595,596,2010-02-01,Динамо Р,Динамо Мн,2:1,3:0,0:3,:,:
596,597,2010-02-01,Металлург Нк,Сибирь,1:1,0:1,1:1,:,:
597,598,2010-02-01,Трактор,Автомобилист,1:1,2:0,1:0,:,:
598,599,2010-02-01,Атлант,ХК МВД,0:0,1:0,1:0,:,:
599,600,2010-02-01,Витязь,Торпедо,0:0,1:0,0:0,:,:
600,601,2010-02-01,Авангард,Салават Юлаев,0:1,0:1,1:1,:,:
601,602,2010-02-01,Локомотив,Северсталь,2:1,1:1,2:0,:,:
602,603,2010-02-01,Спартак,СКА,2:1,1:2,1:1,0:0,1:0
603,604,2010-02-02,Динамо М,ЦСКА,1:1,0:1,2:0,:,:
604,605,2010-02-03,Ак Барс,Барыс,0:0,1:1,3:0,:,:
605,606,2010-02-03,Нефтехимик,Авангард,0:0,0:1,1:0,0:0,0:1
606,607,2010-02-03,Лада,Салават Юлаев,0:3,2:2,0:0,:,:
607,608,2010-02-03,Динамо Р,Витязь,0:0,1:0,2:1,:,:
608,609,2010-02-03,Динамо Мн,Торпедо,0:0,1:2,1:2,:,:
609,610,2010-02-03,Амур,Атлант,1:2,2:0,0:1,0:1,:
610,611,2010-02-03,Сибирь,Северсталь,1:1,1:1,1:2,:,:
611,612,2010-02-03,Металлург Нк,СКА,1:0,0:1,1:1,0:0,0:1
612,613,2010-02-03,Трактор,Металлург Мг,1:1,1:3,0:1,:,:
613,614,2010-02-03,Локомотив,Спартак,1:2,0:0,0:1,:,:
614,615,2010-02-05,Ак Барс,Авангард,1:0,1:1,1:0,:,:
615,616,2010-02-05,Нефтехимик,Салават Юлаев,0:0,0:0,0:2,:,:
616,617,2010-02-05,Лада,Барыс,1:1,0:0,0:1,:,:
617,618,2010-02-05,Динамо Р,Торпедо,1:0,0:2,1:0,0:0,1:0
618,619,2010-02-05,Динамо Мн,ЦСКА,1:0,0:1,1:3,:,:
619,620,2010-02-05,Динамо М,Витязь,4:1,3:2,1:0,:,:
620,621,2010-02-05,Амур,Северсталь,1:2,1:0,1:1,0:0,1:0
621,622,2010-02-05,Сибирь,СКА,0:0,2:0,1:0,:,:
622,623,2010-02-05,Металлург Нк,Атлант,0:0,0:0,0:1,:,:
623,624,2010-02-05,Металлург Мг,Автомобилист,0:0,2:0,1:0,:,:
624,625,2010-02-05,ХК МВД,Локомотив,1:0,1:0,1:0,:,:
625,626,2010-02-07,Ак Барс,Салават Юлаев,1:0,0:2,0:2,:,:
626,627,2010-02-07,Нефтехимик,Барыс,0:0,4:1,0:1,:,:
627,628,2010-02-07,Лада,Авангард,1:1,1:1,0:0,0:0,1:0
628,629,2010-02-07,Динамо Р,ЦСКА,1:0,0:1,0:0,0:0,0:1
629,630,2010-02-07,Динамо Мн,Витязь,1:0,2:0,2:1,:,:
630,631,2010-02-07,Динамо М,Торпедо,0:2,0:0,3:1,1:0,:
631,632,2010-02-07,Амур,СКА,2:3,1:4,0:1,:,:
632,633,2010-02-07,Сибирь,Атлант,1:2,1:2,1:3,:,:
633,634,2010-02-07,Металлург Нк,Северсталь,0:1,1:1,0:1,:,:
634,635,2010-02-07,Автомобилист,Трактор,2:1,4:1,0:0,:,:
635,636,2010-02-07,Спартак,ХК МВД,1:2,1:3,0:3,:,:
636,637,2010-03-03,СКА,Трактор,4:1,0:3,3:1,:,:
637,638,2010-03-03,Северсталь,Металлург Мг,1:0,0:2,0:0,:,:
638,639,2010-03-03,Атлант,Автомобилист,0:1,2:0,0:1,0:0,1:0
639,640,2010-03-03,ЦСКА,Металлург Нк,0:0,0:2,1:1,:,:
640,641,2010-03-03,Торпедо,Сибирь,0:1,0:2,1:1,:,:
641,642,2010-03-03,Витязь,Амур,1:0,0:1,1:0,:,:
642,643,2010-03-03,Салават Юлаев,Динамо М,2:0,1:0,0:0,:,:
643,644,2010-03-03,Барыс,Динамо Мн,1:2,2:0,2:1,:,:
644,645,2010-03-03,Авангард,Динамо Р,2:2,0:0,1:3,:,:
645,646,2010-03-03,Локомотив,Лада,1:0,2:1,2:1,:,:
646,647,2010-03-03,ХК МВД,Нефтехимик,1:0,0:1,2:1,:,:
647,648,2010-03-03,Спартак,Ак Барс,1:0,0:0,0:3,:,:
648,649,2010-03-05,СКА,Металлург Мг,1:0,1:1,1:1,:,:
649,650,2010-03-05,Северсталь,Автомобилист,0:1,1:1,1:1,:,:
650,651,2010-03-05,Атлант,Трактор,0:0,0:1,3:0,:,:
651,652,2010-03-05,ЦСКА,Сибирь,2:0,1:2,1:0,:,:
652,653,2010-03-05,Торпедо,Амур,0:1,0:2,2:1,:,:
653,654,2010-03-05,Витязь,Металлург Нк,0:1,2:0,0:0,:,:
654,655,2010-03-05,Салават Юлаев,Динамо Мн,2:1,2:0,0:0,:,:
655,656,2010-03-05,Барыс,Динамо Р,0:4,3:0,0:1,:,:
656,657,2010-03-05,Авангард,Динамо М,1:0,1:1,0:1,0:0,0:1
657,658,2010-03-05,Локомотив,Нефтехимик,0:1,0:0,0:1,:,:
658,659,2010-03-05,ХК МВД,Ак Барс,0:0,1:1,1:1,0:0,0:1
659,660,2010-03-05,Спартак,Лада,2:0,2:0,2:2,:,:
660,661,2010-03-07,СКА,Автомобилист,0:0,1:2,0:0,:,:
661,662,2010-03-07,Северсталь,Трактор,1:1,1:0,1:0,:,:
662,663,2010-03-07,Атлант,Металлург Мг,1:0,1:0,2:1,:,:
663,664,2010-03-07,ЦСКА,Амур,0:0,3:0,1:0,:,:
664,665,2010-03-07,Торпедо,Металлург Нк,3:1,0:1,1:0,:,:
665,666,2010-03-07,Витязь,Сибирь,0:0,3:2,2:0,:,:
666,667,2010-03-07,Салават Юлаев,Динамо Р,0:3,4:0,2:1,:,:
667,668,2010-03-07,Барыс,Динамо М,1:1,1:0,3:1,:,:
668,669,2010-03-07,Авангард,Динамо Мн,1:0,0:0,1:3,:,:
669,670,2010-03-07,Локомотив,Ак Барс,1:0,1:0,2:1,:,:
670,671,2010-03-07,ХК МВД,Лада,1:1,1:1,0:0,1:0,:
671,672,2010-03-07,Спартак,Нефтехимик,0:1,1:1,1:1,:,:
